step,alteration,octave,pitch,type,duration,measureCount,voice
D,,5,D5,half,2.0,0,1329831415712
D,,5,D5,half,2.0,1,1329831415712
D,,5,D5,half,2.0,1,1329831415712
D,,5,D5,half,2.0,1,1329831415712
D,,5,D5,half,2.0,1,1329831415712
D,,5,D5,whole,4.0,2,1329831415712
D,,5,D5,whole,4.0,2,1329831415712
Rest,,,Rest,half,2.0,3,1329831415712
D,,5,D5,half,2.0,3,1329831415712
D,,5,D5,half,2.0,4,1329831415712
D,,5,D5,half,2.0,4,1329831415712
F,0,5,F5,half,2.0,4,1329831415712
F,1,5,F[1]5,half,2.0,4,1329831415712
C,,5,C5,whole,4.0,5,1329831415712
A,,4,A4,whole,4.0,5,1329831415712
G,,4,G4,whole,4.0,6,1329831415712
Rest,,,Rest,half,2.0,6,1329831415712
D,,5,D5,half,2.0,6,1329831415712
D,,5,D5,half,2.0,7,1329831415712
D,,5,D5,half,2.0,7,1329831415712
D,,5,D5,half,2.0,7,1329831415712
D,,5,D5,half,2.0,7,1329831415712
D,,5,D5,half,2.0,8,1329831415712
D,,5,D5,half,2.0,8,1329831415712
Rest,,,Rest,half,2.0,8,1329831415712
D,,5,D5,half,2.0,8,1329831415712
D,,5,D5,half,2.0,9,1329831415712
D,,5,D5,half,2.0,9,1329831415712
F,0,5,F5,half,2.0,9,1329831415712
F,1,5,F[1]5,half,2.0,9,1329831415712
C,,5,C5,whole,4.0,10,1329831415712
A,,4,A4,whole,4.0,10,1329831415712
G,,4,G4,whole,4.0,11,1329831415712
Rest,,,Rest,half,2.0,11,1329831415712
G,,4,G4,half,2.0,11,1329831415712
A,,4,A4,whole,4.0,12,1329831415712
A,,4,A4,whole,4.0,12,1329831415712
C,,5,C5,whole,4.0,13,1329831415712
C,,5,C5,whole,4.0,13,1329831415712
D,,5,D5,whole,4.0,14,1329831415712
D,,5,D5,whole,4.0,14,1329831415712
D,,5,D5,whole,6.0,15,1329831415712
C,,5,C5,half,2.0,15,1329831415712
B,-1,4,B[-1]4,whole,4.0,16,1329831415712
G,,4,G4,whole,4.0,16,1329831415712
F,0,4,F4,breve,8.0,17,1329831415712
A,,4,A4,whole,6.0,18,1329831415712
B,-1,4,B[-1]4,half,2.0,18,1329831415712
C,,5,C5,whole,4.0,19,1329831415712
C,,5,C5,half,2.0,19,1329831415712
C,,5,C5,half,2.0,19,1329831415712
F,0,5,F5,whole,6.0,20,1329831415712
E,,5,E5,half,2.0,20,1329831415712
D,,5,D5,whole,6.0,21,1329831415712
C,,5,C5,half,2.0,21,1329831415712
B,-1,4,B[-1]4,half,2.0,22,1329831415712
A,,4,A4,quarter,1.0,22,1329831415712
G,,4,G4,quarter,1.0,22,1329831415712
A,,4,A4,half,2.0,22,1329831415712
A,,4,A4,half,2.0,22,1329831415712
G,,4,G4,breve,8.0,23,1329831415712
