step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,whole,4.0,0,1329831419552
F,,4,F4,half,2.0,0,1329831419552
F,,4,F4,half,2.0,0,1329831419552
A,,4,A4,half,2.0,1,1329831419552
A,,4,A4,half,2.0,1,1329831419552
C,,5,C5,half,2.0,1,1329831419552
C,,5,C5,half,2.0,1,1329831419552
A,,4,A4,half,2.0,2,1329831419552
C,,5,C5,half,2.0,2,1329831419552
C,,5,C5,half,2.0,2,1329831419552
C,,5,C5,half,2.0,2,1329831419552
B,-1,4,B[-1]4,half,2.0,3,1329831419552
A,,4,A4,half,2.0,3,1329831419552
G,,4,G4,whole,4.0,3,1329831419552
F,,4,F4,breve,8.0,4,1329831419552
F,,4,F4,whole,4.0,5,1329831419552
F,,4,F4,half,2.0,5,1329831419552
F,,4,F4,half,2.0,5,1329831419552
A,,4,A4,half,2.0,6,1329831419552
A,,4,A4,half,2.0,6,1329831419552
C,,5,C5,half,2.0,6,1329831419552
C,,5,C5,half,2.0,6,1329831419552
A,,4,A4,half,2.0,7,1329831419552
C,,5,C5,half,2.0,7,1329831419552
C,,5,C5,half,2.0,7,1329831419552
C,,5,C5,half,2.0,7,1329831419552
B,-1,4,B[-1]4,half,2.0,8,1329831419552
A,,4,A4,half,2.0,8,1329831419552
G,,4,G4,whole,4.0,8,1329831419552
F,,4,F4,whole,6.0,9,1329831419552
C,,5,C5,half,2.0,9,1329831419552
C,,5,C5,half,2.0,10,1329831419552
C,,5,C5,half,2.0,10,1329831419552
C,,5,C5,half,2.0,10,1329831419552
B,-1,4,B[-1]4,half,2.0,10,1329831419552
A,,4,A4,whole,4.0,11,1329831419552
G,,4,G4,whole,4.0,11,1329831419552
Rest,,,Rest,whole,4.0,12,1329831419552
A,,4,A4,whole,4.0,12,1329831419552
B,-1,4,B[-1]4,whole,4.0,13,1329831419552
B,-1,4,B[-1]4,half,2.0,13,1329831419552
C,,5,C5,half,2.0,13,1329831419552
C,,5,C5,half,2.0,14,1329831419552
A,,4,A4,half,2.0,14,1329831419552
G,,4,G4,breve,8.0,15,1329831419552
Rest,,,Rest,whole,4.0,16,1329831419552
C,,5,C5,whole,4.0,16,1329831419552
D,,5,D5,half,2.0,17,1329831419552
C,,5,C5,half,2.0,17,1329831419552
C,,5,C5,half,2.0,17,1329831419552
A,,4,A4,half,2.0,17,1329831419552
F,,4,F4,whole,4.0,18,1329831419552
C,,5,C5,half,2.0,18,1329831419552
A,,4,A4,half,2.0,18,1329831419552
A,,4,A4,half,2.0,19,1329831419552
C,,5,C5,half,2.0,19,1329831419552
C,,5,C5,half,2.0,20,1329831419552
C,,5,C5,half,2.0,20,1329831419552
B,-1,4,B[-1]4,half,2.0,20,1329831419552
A,,4,A4,half,2.0,20,1329831419552
G,,4,G4,whole,4.0,21,1329831419552
F,,4,F4,breve,8.0,22,1329831419552
