step,alteration,octave,pitch,type,duration,measureCount,voice
D,,4,D4,quarter,1.0,0,1329831421328
D,,4,D4,quarter,1.0,0,1329831421328
D,,4,D4,quarter,1.0,0,1329831421328
A,,4,A4,quarter,1.0,1,1329831421328
A,,4,A4,quarter,1.0,1,1329831421328
C,0,5,C5,quarter,1.5,1,1329831421328
A,,4,A4,eighth,0.5,1,1329831421328
F,0,4,F4,half,2.0,2,1329831421328
Rest,,,Rest,quarter,1.0,2,1329831421328
F,1,4,F[1]4,quarter,1.0,2,1329831421328
A,,4,A4,quarter,1.0,3,1329831421328
B,-1,4,B[-1]4,quarter,1.0,3,1329831421328
C,0,5,C5,quarter,1.0,3,1329831421328
D,,5,D5,quarter,1.0,3,1329831421328
B,-1,4,B[-1]4,half,2.0,4,1329831421328
A,,4,A4,half,2.0,4,1329831421328
Rest,,,Rest,quarter,1.0,5,1329831421328
D,,4,D4,quarter,1.0,5,1329831421328
D,,4,D4,quarter,1.0,5,1329831421328
E,,4,E4,quarter,1.0,5,1329831421328
F,0,4,F4,quarter,1.0,6,1329831421328
G,,4,G4,quarter,1.0,6,1329831421328
A,,4,A4,quarter,1.5,6,1329831421328
A,,4,A4,eighth,0.5,6,1329831421328
D,,4,D4,half,2.0,7,1329831421328
Rest,,,Rest,quarter,1.0,7,1329831421328
A,,4,A4,quarter,1.0,7,1329831421328
C,0,5,C5,quarter,1.0,8,1329831421328
A,,4,A4,quarter,1.0,8,1329831421328
G,,4,G4,quarter,1.5,8,1329831421328
F,0,4,F4,eighth,0.5,8,1329831421328
E,,4,E4,half,2.0,9,1329831421328
D,,4,D4,half,2.0,9,1329831421328
Rest,,,Rest,quarter,1.0,10,1329831421328
Rest,,,Rest,half,3.0,10,1329831421328
