step,alteration,octave,pitch,type,duration,measureCount,voice
D,,5,D5,quarter,1.0,0,1329830711104
D,,5,D5,quarter,1.0,1,1329830711104
B,,4,B4,quarter,1.0,1,1329830711104
C,,5,C5,quarter,1.0,1,1329830711104
D,,5,D5,quarter,1.0,1,1329830711104
E,,5,E5,quarter,1.5,2,1329830711104
D,,5,D5,eighth,0.5,2,1329830711104
C,,5,C5,quarter,1.0,2,1329830711104
E,,5,E5,quarter,1.0,2,1329830711104
D,,5,D5,quarter,1.0,3,1329830711104
C,,5,C5,quarter,1.0,3,1329830711104
B,,4,B4,quarter,1.0,3,1329830711104
A,,4,A4,quarter,1.0,3,1329830711104
G,,4,G4,half,2.0,4,1329830711104
Rest,,,Rest,quarter,1.0,4,1329830711104
D,,5,D5,quarter,1.0,4,1329830711104
D,,5,D5,quarter,1.0,5,1329830711104
B,,4,B4,quarter,1.0,5,1329830711104
C,,5,C5,quarter,1.0,5,1329830711104
D,,5,D5,quarter,1.0,5,1329830711104
E,,5,E5,quarter,1.5,6,1329830711104
D,,5,D5,eighth,0.5,6,1329830711104
C,,5,C5,quarter,1.0,6,1329830711104
E,,5,E5,quarter,1.0,6,1329830711104
D,,5,D5,quarter,1.0,7,1329830711104
C,,5,C5,quarter,1.0,7,1329830711104
B,,4,B4,quarter,1.0,7,1329830711104
A,,4,A4,quarter,1.0,7,1329830711104
G,,4,G4,half,2.0,8,1329830711104
Rest,,,Rest,quarter,1.0,8,1329830711104
B,,4,B4,quarter,1.0,8,1329830711104
C,,5,C5,quarter,1.0,9,1329830711104
C,,5,C5,quarter,1.0,9,1329830711104
A,,4,A4,quarter,1.0,9,1329830711104
B,,4,B4,quarter,1.0,9,1329830711104
C,,5,C5,eighth,0.5,10,1329830711104
B,,4,B4,eighth,0.5,10,1329830711104
A,,4,A4,eighth,0.5,10,1329830711104
G,,4,G4,eighth,0.5,10,1329830711104
A,,4,A4,quarter,1.0,10,1329830711104
A,,4,A4,quarter,1.0,10,1329830711104
B,,4,B4,eighth,0.5,11,1329830711104
A,,4,A4,eighth,0.5,11,1329830711104
B,,4,B4,eighth,0.5,11,1329830711104
C,,5,C5,eighth,0.5,11,1329830711104
D,,5,D5,quarter,1.0,11,1329830711104
B,,4,B4,quarter,1.0,11,1329830711104
E,,5,E5,eighth,0.5,12,1329830711104
D,,5,D5,eighth,0.5,12,1329830711104
C,,5,C5,eighth,0.5,12,1329830711104
B,,4,B4,eighth,0.5,12,1329830711104
A,,4,A4,quarter,1.0,12,1329830711104
A,,4,A4,quarter,1.0,12,1329830711104
G,,4,G4,half,2.0,13,1329830711104
Rest,,,Rest,quarter,1.0,13,1329830711104
Rest,,,Rest,quarter,1.0,13,1329830711104
