step,alteration,octave,pitch,type,duration,measureCount,voice
A,,4,A4,whole,4.0,0,1329831420128
C,,5,C5,whole,6.0,1,1329831420128
D,,5,D5,half,2.0,1,1329831420128
E,,5,E5,whole,4.0,2,1329831420128
E,,5,E5,whole,4.0,2,1329831420128
A,,4,A4,whole,4.0,3,1329831420128
Rest,,,Rest,half,2.0,3,1329831420128
F,,5,F5,half,2.0,3,1329831420128
E,,5,E5,whole,4.0,4,1329831420128
D,,5,D5,whole,4.0,4,1329831420128
C,,5,C5,whole,4.0,5,1329831420128
A,,4,A4,half,2.0,5,1329831420128
C,,5,C5,half,2.0,5,1329831420128
D,,5,D5,quarter,1.0,6,1329831420128
B,-1,4,B[-1]4,quarter,1.0,6,1329831420128
A,,4,A4,half,2.0,6,1329831420128
G,,4,G4,whole,4.0,6,1329831420128
F,,4,F4,whole,4.0,7,1329831420128
Rest,,,Rest,half,2.0,7,1329831420128
C,,5,C5,half,2.0,7,1329831420128
D,,5,D5,whole,4.0,8,1329831420128
C,,5,C5,half,2.0,8,1329831420128
F,,5,F5,half,2.0,8,1329831420128
F,,5,F5,half,2.0,9,1329831420128
E,,5,E5,half,2.0,9,1329831420128
D,,5,D5,whole,4.0,9,1329831420128
C,,5,C5,whole,4.0,10,1329831420128
Rest,,,Rest,half,2.0,10,1329831420128
F,,5,F5,half,2.0,10,1329831420128
F,,5,F5,whole,4.0,11,1329831420128
F,,5,F5,whole,4.0,11,1329831420128
E,,5,E5,whole,4.0,12,1329831420128
Rest,,,Rest,half,2.0,12,1329831420128
D,,5,D5,half,2.0,12,1329831420128
C,,5,C5,half,3.0,13,1329831420128
A,,4,A4,quarter,1.0,13,1329831420128
B,-1,4,B[-1]4,whole,4.0,13,1329831420128
A,,4,A4,whole,4.0,14,1329831420128
Rest,,,Rest,half,2.0,14,1329831420128
F,,5,F5,half,2.0,14,1329831420128
E,,5,E5,half,2.0,15,1329831420128
D,,5,D5,half,2.0,15,1329831420128
C,,5,C5,half,2.0,15,1329831420128
B,-1,4,B[-1]4,half,2.0,15,1329831420128
A,,4,A4,whole,4.0,16,1329831420128
G,,4,G4,whole,4.0,16,1329831420128
F,,4,F4,breve,8.0,17,1329831420128
