step,alteration,octave,pitch,type,duration,measureCount,voice
D,,5,D5,quarter,1.0,0,1329831427952
D,,5,D5,quarter,1.0,1,1329831427952
D,,5,D5,quarter,1.0,1,1329831427952
E,,5,E5,quarter,1.0,1,1329831427952
D,,5,D5,quarter,1.0,1,1329831427952
C,,5,C5,half,2.0,2,1329831427952
C,,5,C5,quarter,1.0,2,1329831427952
B,,4,B4,quarter,1.0,2,1329831427952
C,,5,C5,quarter,1.0,3,1329831427952
B,,4,B4,quarter,1.0,3,1329831427952
A,,4,A4,quarter,1.0,3,1329831427952
A,,4,A4,quarter,1.0,3,1329831427952
B,,4,B4,half,2.0,4,1329831427952
Rest,,,Rest,quarter,1.0,4,1329831427952
A,,4,A4,quarter,1.0,4,1329831427952
A,,4,A4,quarter,1.0,5,1329831427952
B,,4,B4,quarter,1.0,5,1329831427952
C,,5,C5,quarter,1.0,5,1329831427952
D,,5,D5,quarter,1.0,5,1329831427952
E,,5,E5,half,2.0,6,1329831427952
E,,5,E5,quarter,1.0,6,1329831427952
D,,5,D5,quarter,1.0,6,1329831427952
C,,5,C5,quarter,1.0,7,1329831427952
B,,4,B4,quarter,1.0,7,1329831427952
A,,4,A4,quarter,1.0,7,1329831427952
A,,4,A4,quarter,1.0,7,1329831427952
G,,4,G4,half,2.0,8,1329831427952
Rest,,,Rest,quarter,1.0,8,1329831427952
E,,5,E5,quarter,1.0,8,1329831427952
E,,5,E5,quarter,1.0,9,1329831427952
E,,5,E5,quarter,1.0,9,1329831427952
D,,5,D5,quarter,1.0,9,1329831427952
C,,5,C5,quarter,1.0,9,1329831427952
B,,4,B4,quarter,1.0,10,1329831427952
A,,4,A4,quarter,1.0,10,1329831427952
B,,4,B4,quarter,1.0,10,1329831427952
D,,5,D5,quarter,1.0,10,1329831427952
E,,5,E5,quarter,1.0,11,1329831427952
E,,5,E5,quarter,1.0,11,1329831427952
D,,5,D5,quarter,1.0,11,1329831427952
C,,5,C5,quarter,1.0,11,1329831427952
B,,4,B4,quarter,1.0,12,1329831427952
A,,4,A4,quarter,1.0,12,1329831427952
B,,4,B4,quarter,1.0,12,1329831427952
D,,5,D5,quarter,1.0,12,1329831427952
F,1,5,F[1]5,quarter,1.0,13,1329831427952
E,,5,E5,quarter,1.0,13,1329831427952
D,,5,D5,quarter,1.0,13,1329831427952
C,1,5,C[1]5,quarter,1.0,13,1329831427952
D,,5,D5,half,2.0,14,1329831427952
Rest,,,Rest,quarter,1.0,14,1329831427952
E,,5,E5,quarter,1.0,14,1329831427952
F,1,5,F[1]5,quarter,1.0,15,1329831427952
E,,5,E5,quarter,1.0,15,1329831427952
D,,5,D5,quarter,1.0,15,1329831427952
C,1,5,C[1]5,quarter,1.0,15,1329831427952
D,,5,D5,half,2.0,16,1329831427952
Rest,,,Rest,quarter,1.0,16,1329831427952
B,,4,B4,quarter,1.0,16,1329831427952
B,,4,B4,quarter,1.0,17,1329831427952
A,,4,A4,quarter,1.0,17,1329831427952
B,,4,B4,quarter,1.0,17,1329831427952
C,,5,C5,quarter,1.0,17,1329831427952
D,,5,D5,half,2.0,18,1329831427952
A,,4,A4,quarter,1.0,18,1329831427952
B,,4,B4,quarter,1.0,18,1329831427952
B,,4,B4,quarter,1.0,19,1329831427952
A,,4,A4,quarter,1.0,19,1329831427952
B,,4,B4,quarter,1.0,19,1329831427952
C,,5,C5,quarter,1.0,19,1329831427952
D,,5,D5,half,2.0,20,1329831427952
A,,4,A4,quarter,1.0,20,1329831427952
C,,5,C5,quarter,1.0,20,1329831427952
B,,4,B4,quarter,1.0,21,1329831427952
C,,5,C5,quarter,1.0,21,1329831427952
A,,4,A4,quarter,1.0,21,1329831427952
A,,4,A4,quarter,1.0,21,1329831427952
G,,4,G4,half,2.0,22,1329831427952
Rest,,,Rest,quarter,1.0,22,1329831427952
Rest,,,Rest,quarter,1.0,22,1329831427952
