step,alteration,octave,pitch,type,duration,measureCount,voice
B,-1,4,B[-1]4,quarter,1.0,0,1329830710144
B,-1,4,B[-1]4,quarter,1.0,1,1329830710144
B,-1,4,B[-1]4,quarter,1.0,1,1329830710144
B,-1,4,B[-1]4,quarter,1.0,1,1329830710144
G,,4,G4,quarter,1.0,1,1329830710144
F,,4,F4,half,2.0,2,1329830710144
C,,5,C5,quarter,1.5,2,1329830710144
D,,5,D5,eighth,0.5,2,1329830710144
C,,5,C5,quarter,1.5,3,1329830710144
B,-1,4,B[-1]4,eighth,0.5,3,1329830710144
A,,4,A4,quarter,1.0,3,1329830710144
G,,4,G4,quarter,1.0,3,1329830710144
F,,4,F4,quarter,1.5,4,1329830710144
G,,4,G4,eighth,0.5,4,1329830710144
F,,4,F4,quarter,1.0,4,1329830710144
B,-1,4,B[-1]4,quarter,1.0,4,1329830710144
B,-1,4,B[-1]4,quarter,1.0,5,1329830710144
B,-1,4,B[-1]4,quarter,1.0,5,1329830710144
A,,4,A4,quarter,1.0,5,1329830710144
F,,4,F4,quarter,1.0,5,1329830710144
B,-1,4,B[-1]4,half,2.0,6,1329830710144
C,,5,C5,quarter,1.0,6,1329830710144
C,,5,C5,quarter,1.0,6,1329830710144
C,,5,C5,quarter,1.0,7,1329830710144
C,,5,C5,quarter,1.0,7,1329830710144
D,,5,D5,quarter,1.0,7,1329830710144
D,,5,D5,quarter,1.0,7,1329830710144
C,,5,C5,quarter,1.5,8,1329830710144
B,-1,4,B[-1]4,eighth,0.5,8,1329830710144
C,,5,C5,quarter,1.0,8,1329830710144
C,,5,C5,quarter,1.0,8,1329830710144
F,,5,F5,quarter,1.0,9,1329830710144
E,-1,5,E[-1]5,quarter,1.0,9,1329830710144
D,,5,D5,quarter,1.0,9,1329830710144
C,,5,C5,quarter,1.0,9,1329830710144
B,-1,4,B[-1]4,half,2.0,10,1329830710144
E,-1,5,E[-1]5,quarter,1.0,10,1329830710144
C,,5,C5,quarter,1.0,10,1329830710144
D,,5,D5,quarter,1.0,11,1329830710144
C,,5,C5,quarter,1.0,11,1329830710144
B,-1,4,B[-1]4,quarter,1.0,11,1329830710144
A,,4,A4,quarter,1.0,11,1329830710144
B,-1,4,B[-1]4,half,2.0,12,1329830710144
Rest,,,Rest,quarter,1.0,12,1329830710144
Rest,,,Rest,quarter,1.0,12,1329830710144
