step,alteration,octave,pitch,type,duration,measureCount,voice
E,,5,E5,quarter,1.0,0,1329831413072
E,,5,E5,quarter,1.0,0,1329831413072
B,,4,B4,quarter,1.0,0,1329831413072
B,,4,B4,quarter,1.0,0,1329831413072
C,1,5,C[1]5,quarter,1.0,1,1329831413072
C,1,5,C[1]5,quarter,1.0,1,1329831413072
B,,4,B4,quarter,1.0,1,1329831413072
B,,4,B4,quarter,1.0,1,1329831413072
E,,5,E5,quarter,1.0,2,1329831413072
E,,5,E5,quarter,1.0,2,1329831413072
B,,4,B4,quarter,1.0,2,1329831413072
B,,4,B4,quarter,1.0,2,1329831413072
C,1,5,C[1]5,quarter,1.0,3,1329831413072
C,1,5,C[1]5,quarter,1.0,3,1329831413072
B,,4,B4,quarter,1.0,3,1329831413072
E,,5,E5,quarter,1.0,3,1329831413072
E,,5,E5,quarter,1.0,4,1329831413072
C,1,5,C[1]5,quarter,1.0,4,1329831413072
B,,4,B4,quarter,1.0,4,1329831413072
B,,4,B4,quarter,1.0,4,1329831413072
C,1,5,C[1]5,half,2.0,5,1329831413072
Rest,,,Rest,half,2.0,5,1329831413072
