step,alteration,octave,pitch,type,duration,measureCount,voice
B,-1,4,B[-1]4,half,2.0,0,1329799962704
B,-1,4,B[-1]4,whole,4.0,1,1329799962704
B,,4,B4,half,2.0,1,1329799962704
A,,4,A4,whole,4.0,2,1329799962704
A,,4,A4,half,2.0,2,1329799962704
B,-1,4,B[-1]4,whole,4.0,3,1329799962704
B,,4,B4,half,2.0,3,1329799962704
A,,4,A4,whole,4.0,4,1329799962704
A,,4,A4,half,2.0,4,1329799962704
B,-1,4,B[-1]4,whole,4.0,5,1329799962704
B,,4,B4,half,2.0,5,1329799962704
C,,5,C5,whole,4.0,6,1329799962704
B,-1,4,B[-1]4,half,2.0,6,1329799962704
A,,4,A4,half,2.0,7,1329799962704
G,,4,G4,half,2.0,7,1329799962704
F,1,4,F[1]4,half,2.0,7,1329799962704
G,,4,G4,whole,4.0,8,1329799962704
Rest,,,Rest,half,2.0,8,1329799962704
