step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,whole,4.0,0,1329799965008
F,,4,F4,whole,6.0,1,1329799965008
F,,4,F4,half,2.0,1,1329799965008
A,,4,A4,whole,4.0,1,1329799965008
G,,4,G4,breve,8.0,2,1329799965008
A,,4,A4,whole,4.0,2,1329799965008
B,-1,4,B[-1]4,breve,8.0,3,1329799965008
A,,4,A4,whole,4.0,3,1329799965008
G,,4,G4,breve,12.0,4,1329799965008
A,,4,A4,breve,8.0,5,1329799965008
G,,4,G4,whole,4.0,5,1329799965008
F,,4,F4,breve,8.0,6,1329799965008
F,,4,F4,whole,4.0,6,1329799965008
A,,4,A4,whole,6.0,7,1329799965008
A,,4,A4,half,2.0,7,1329799965008
B,-1,4,B[-1]4,whole,4.0,7,1329799965008
C,,5,C5,breve,8.0,8,1329799965008
C,,5,C5,whole,4.0,8,1329799965008
G,,4,G4,breve,8.0,9,1329799965008
A,,4,A4,whole,4.0,9,1329799965008
B,-1,4,B[-1]4,breve,8.0,10,1329799965008
B,-1,4,B[-1]4,whole,4.0,10,1329799965008
A,,4,A4,breve,8.0,11,1329799965008
B,-1,4,B[-1]4,whole,4.0,11,1329799965008
C,,5,C5,breve,8.0,12,1329799965008
C,,5,C5,whole,4.0,12,1329799965008
G,,4,G4,breve,8.0,13,1329799965008
A,,4,A4,whole,4.0,13,1329799965008
B,-1,4,B[-1]4,breve,12.0,14,1329799965008
A,,4,A4,breve,8.0,15,1329799965008
G,,4,G4,whole,4.0,15,1329799965008
F,,4,F4,breve,12.0,16,1329799965008
A,,4,A4,breve,8.0,17,1329799965008
B,-1,4,B[-1]4,whole,4.0,17,1329799965008
C,,5,C5,breve,8.0,18,1329799965008
C,,5,C5,whole,4.0,18,1329799965008
G,,4,G4,breve,8.0,19,1329799965008
A,,4,A4,whole,4.0,19,1329799965008
B,-1,4,B[-1]4,breve,8.0,20,1329799965008
B,-1,4,B[-1]4,whole,4.0,20,1329799965008
A,,4,A4,whole,4.0,21,1329799965008
G,,4,G4,breve,8.0,21,1329799965008
F,,4,F4,breve,8.0,22,1329799965008
B,-1,4,B[-1]4,whole,4.0,22,1329799965008
A,,4,A4,whole,4.0,23,1329799965008
G,,4,G4,breve,8.0,23,1329799965008
F,,4,F4,breve,8.0,24,1329799965008
Rest,,,Rest,whole,4.0,24,1329799965008
