step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329830247680
G,,4,G4,half,2.0,0,1329830247680
G,,4,G4,half,2.0,0,1329830247680
D,,5,D5,whole,4.0,1,1329830247680
E,,5,E5,half,2.0,1,1329830247680
F,0,5,F5,half,2.0,2,1329830247680
E,,5,E5,whole,4.0,2,1329830247680
D,,5,D5,whole,4.0,3,1329830247680
Rest,,,Rest,half,2.0,3,1329830247680
C,,5,C5,half,2.0,4,1329830247680
D,,5,D5,half,2.0,4,1329830247680
F,0,5,F5,half,2.0,4,1329830247680
D,,5,D5,whole,4.0,5,1329830247680
D,,5,D5,half,2.0,5,1329830247680
B,-1,4,B[-1]4,half,2.0,6,1329830247680
C,,5,C5,whole,4.0,6,1329830247680
B,-1,4,B[-1]4,whole,4.0,7,1329830247680
Rest,,,Rest,half,2.0,7,1329830247680
B,,4,B4,half,2.0,8,1329830247680
D,,5,D5,half,2.0,8,1329830247680
F,0,5,F5,half,2.0,8,1329830247680
E,-1,5,E[-1]5,whole,4.0,9,1329830247680
D,,5,D5,half,2.0,9,1329830247680
C,,5,C5,half,3.0,10,1329830247680
B,-1,4,B[-1]4,eighth,0.5,10,1329830247680
A,,4,A4,eighth,0.5,10,1329830247680
G,,4,G4,half,2.0,10,1329830247680
F,0,4,F4,whole,4.0,11,1329830247680
Rest,,,Rest,half,2.0,11,1329830247680
D,,5,D5,half,2.0,12,1329830247680
D,,5,D5,half,2.0,12,1329830247680
D,,5,D5,half,2.0,12,1329830247680
D,,5,D5,whole,4.0,13,1329830247680
C,,5,C5,half,2.0,13,1329830247680
B,-1,4,B[-1]4,whole,4.0,14,1329830247680
A,,4,A4,half,2.0,14,1329830247680
B,-1,4,B[-1]4,whole,4.0,15,1329830247680
Rest,,,Rest,half,2.0,15,1329830247680
B,,4,B4,half,2.0,16,1329830247680
D,,5,D5,half,2.0,16,1329830247680
F,0,5,F5,half,2.0,16,1329830247680
E,-1,5,E[-1]5,whole,4.0,17,1329830247680
C,,5,C5,half,2.0,17,1329830247680
D,,5,D5,half,3.0,18,1329830247680
C,,5,C5,eighth,0.5,18,1329830247680
B,-1,4,B[-1]4,eighth,0.5,18,1329830247680
A,,4,A4,half,2.0,18,1329830247680
G,,4,G4,whole,4.0,19,1329830247680
Rest,,,Rest,half,2.0,19,1329830247680
