step,alteration,octave,pitch,type,duration,measureCount,voice
A,,4,A4,half,2.0,0,1329799964720
A,,4,A4,quarter,1.0,0,1329799964720
A,,4,A4,quarter,1.0,0,1329799964720
C,,5,C5,half,2.0,1,1329799964720
B,-1,4,B[-1]4,half,2.0,1,1329799964720
A,,4,A4,quarter,1.0,2,1329799964720
G,,4,G4,quarter,1.0,2,1329799964720
F,,4,F4,quarter,1.0,2,1329799964720
B,-1,4,B[-1]4,quarter,1.0,2,1329799964720
A,,4,A4,half,2.0,3,1329799964720
B,-1,4,B[-1]4,half,2.0,3,1329799964720
A,,4,A4,quarter,1.0,4,1329799964720
G,,4,G4,quarter,1.0,4,1329799964720
F,,4,F4,quarter,1.0,4,1329799964720
E,,4,E4,quarter,1.0,4,1329799964720
D,,4,D4,half,2.0,5,1329799964720
C,,4,C4,half,2.0,5,1329799964720
G,,4,G4,half,2.0,6,1329799964720
G,,4,G4,half,2.0,6,1329799964720
A,,4,A4,half,2.0,7,1329799964720
B,-1,4,B[-1]4,half,2.0,7,1329799964720
A,,4,A4,quarter,1.0,8,1329799964720
G,,4,G4,quarter,1.0,8,1329799964720
F,,4,F4,quarter,1.0,8,1329799964720
E,,4,E4,quarter,1.0,8,1329799964720
D,,4,D4,half,2.0,9,1329799964720
C,,4,C4,half,2.0,9,1329799964720
G,,4,G4,half,2.0,10,1329799964720
A,,4,A4,half,2.0,10,1329799964720
F,,4,F4,whole,4.0,11,1329799964720
