step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,half,2.0,0,1329831413360
F,,4,F4,half,2.0,1,1329831413360
G,,4,G4,half,2.0,1,1329831413360
A,,4,A4,half,2.0,1,1329831413360
B,-1,4,B[-1]4,half,2.0,1,1329831413360
C,,5,C5,whole,4.0,2,1329831413360
C,,5,C5,half,2.0,2,1329831413360
C,,5,C5,half,2.0,2,1329831413360
G,,4,G4,half,2.0,3,1329831413360
A,,4,A4,half,2.0,3,1329831413360
B,-1,4,B[-1]4,half,2.0,3,1329831413360
C,,5,C5,half,2.0,3,1329831413360
A,,4,A4,half,3.0,4,1329831413360
G,,4,G4,quarter,1.0,4,1329831413360
F,,4,F4,half,2.0,4,1329831413360
G,,4,G4,half,2.0,4,1329831413360
G,,4,G4,half,3.0,5,1329831413360
G,,4,G4,quarter,1.0,5,1329831413360
G,,4,G4,half,2.0,5,1329831413360
A,,4,A4,half,2.0,5,1329831413360
B,-1,4,B[-1]4,half,3.0,6,1329831413360
B,-1,4,B[-1]4,quarter,1.0,6,1329831413360
B,-1,4,B[-1]4,half,2.0,6,1329831413360
A,,4,A4,half,2.0,6,1329831413360
G,,4,G4,half,2.0,7,1329831413360
F,,4,F4,half,2.0,7,1329831413360
F,,4,F4,half,2.0,7,1329831413360
E,,4,E4,half,2.0,7,1329831413360
F,,4,F4,half,3.0,8,1329831413360
E,,4,E4,eighth,0.5,8,1329831413360
D,,4,D4,eighth,0.5,8,1329831413360
C,,4,C4,half,2.0,8,1329831413360
G,,4,G4,half,2.0,8,1329831413360
G,,4,G4,half,3.0,9,1329831413360
G,,4,G4,quarter,1.0,9,1329831413360
G,,4,G4,half,2.0,9,1329831413360
A,,4,A4,half,2.0,9,1329831413360
B,-1,4,B[-1]4,half,3.0,10,1329831413360
B,-1,4,B[-1]4,quarter,1.0,10,1329831413360
B,-1,4,B[-1]4,half,2.0,10,1329831413360
A,,4,A4,half,2.0,10,1329831413360
G,,4,G4,half,2.0,11,1329831413360
F,,4,F4,half,2.0,11,1329831413360
F,,4,F4,half,2.0,11,1329831413360
E,,4,E4,half,2.0,11,1329831413360
F,,4,F4,whole,4.0,12,1329831413360
Rest,,,Rest,half,2.0,12,1329831413360
Rest,,,Rest,half,2.0,12,1329831413360
