step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,quarter,1.0,0,1329799965824
A,,4,A4,quarter,1.0,0,1329799965824
C,,5,C5,half,2.0,0,1329799965824
F,,5,F5,quarter,1.0,1,1329799965824
C,,5,C5,quarter,1.0,1,1329799965824
C,,5,C5,quarter,1.0,1,1329799965824
A,,4,A4,quarter,1.0,1,1329799965824
C,,5,C5,half,2.0,2,1329799965824
F,,4,F4,quarter,1.0,2,1329799965824
A,,4,A4,quarter,1.0,2,1329799965824
C,,5,C5,half,2.0,3,1329799965824
F,,5,F5,quarter,1.0,3,1329799965824
C,,5,C5,quarter,1.0,3,1329799965824
C,,5,C5,quarter,1.0,4,1329799965824
A,,4,A4,quarter,1.0,4,1329799965824
F,,4,F4,quarter,1.0,4,1329799965824
Rest,,,Rest,quarter,1.0,4,1329799965824
F,,5,F5,quarter,1.0,5,1329799965824
C,,5,C5,quarter,1.0,5,1329799965824
A,,4,A4,quarter,1.0,5,1329799965824
F,,4,F4,quarter,1.0,5,1329799965824
A,,4,A4,quarter,1.0,6,1329799965824
B,-1,4,B[-1]4,quarter,1.0,6,1329799965824
C,,5,C5,half,2.0,6,1329799965824
F,,5,F5,quarter,1.0,7,1329799965824
C,,5,C5,quarter,1.0,7,1329799965824
C,,5,C5,quarter,1.0,7,1329799965824
A,,4,A4,quarter,1.0,7,1329799965824
F,,4,F4,quarter,1.0,8,1329799965824
A,,4,A4,quarter,1.0,8,1329799965824
F,,4,F4,half,2.0,8,1329799965824
F,,4,F4,half,2.0,9,1329799965824
F,,4,F4,quarter,1.0,9,1329799965824
A,,4,A4,half,2.0,9,1329799965824
A,,4,A4,quarter,1.0,9,1329799965824
C,,5,C5,half,2.0,10,1329799965824
C,,5,C5,quarter,1.0,10,1329799965824
C,,5,C5,quarter,1.0,10,1329799965824
C,,5,C5,quarter,1.0,11,1329799965824
C,,5,C5,quarter,1.0,11,1329799965824
F,,5,F5,half,2.0,12,1329799965824
F,,5,F5,quarter,1.0,12,1329799965824
C,,5,C5,quarter,1.0,12,1329799965824
C,,5,C5,quarter,1.0,13,1329799965824
C,,5,C5,quarter,1.0,13,1329799965824
C,,5,C5,half,2.0,14,1329799965824
C,,5,C5,quarter,1.0,14,1329799965824
A,,4,A4,quarter,1.0,14,1329799965824
A,,4,A4,quarter,1.0,15,1329799965824
A,,4,A4,quarter,1.0,15,1329799965824
C,,5,C5,half,3.0,16,1329799965824
Rest,,,Rest,quarter,1.0,16,1329799965824
Rest,,,Rest,half,2.0,17,1329799965824
F,,4,F4,half,2.0,17,1329799965824
F,,4,F4,quarter,1.0,17,1329799965824
A,,4,A4,half,2.0,17,1329799965824
A,,4,A4,quarter,1.0,17,1329799965824
C,,5,C5,half,2.0,18,1329799965824
C,,5,C5,quarter,1.0,18,1329799965824
C,,5,C5,quarter,1.0,18,1329799965824
C,,5,C5,quarter,1.0,19,1329799965824
C,,5,C5,quarter,1.0,19,1329799965824
F,,5,F5,half,2.0,20,1329799965824
F,,5,F5,quarter,1.0,20,1329799965824
C,,5,C5,quarter,1.0,20,1329799965824
C,,5,C5,quarter,1.0,21,1329799965824
C,,5,C5,quarter,1.0,21,1329799965824
C,,5,C5,half,2.0,22,1329799965824
C,,5,C5,quarter,1.0,22,1329799965824
A,,4,A4,quarter,1.0,22,1329799965824
A,,4,A4,quarter,1.0,23,1329799965824
A,,4,A4,quarter,1.0,23,1329799965824
C,,5,C5,half,3.0,24,1329799965824
Rest,,,Rest,quarter,1.0,24,1329799965824
Rest,,,Rest,quarter,1.0,25,1329799965824
F,,5,F5,quarter,1.0,25,1329799965824
F,,5,F5,half,2.0,26,1329799965824
C,,5,C5,quarter,1.0,26,1329799965824
C,,5,C5,quarter,1.0,26,1329799965824
C,,5,C5,quarter,1.0,27,1329799965824
A,,4,A4,quarter,1.0,27,1329799965824
C,,5,C5,half,2.0,28,1329799965824
C,,5,C5,quarter,1.0,28,1329799965824
A,,4,A4,quarter,1.0,28,1329799965824
A,,4,A4,quarter,1.0,29,1329799965824
F,,4,F4,quarter,1.0,29,1329799965824
A,,4,A4,half,2.0,29,1329799965824
A,,4,A4,quarter,1.0,29,1329799965824
B,-1,4,B[-1]4,half,2.0,29,1329799965824
B,-1,4,B[-1]4,quarter,1.0,29,1329799965824
C,,5,C5,half,3.0,30,1329799965824
Rest,,,Rest,quarter,1.0,30,1329799965824
Rest,,,Rest,quarter,1.0,31,1329799965824
F,,5,F5,quarter,1.0,31,1329799965824
F,,5,F5,half,2.0,32,1329799965824
C,,5,C5,quarter,1.0,32,1329799965824
C,,5,C5,quarter,1.0,32,1329799965824
C,,5,C5,quarter,1.0,33,1329799965824
A,,4,A4,quarter,1.0,33,1329799965824
C,,5,C5,half,2.0,34,1329799965824
C,,5,C5,quarter,1.0,34,1329799965824
A,,4,A4,quarter,1.0,34,1329799965824
A,,4,A4,quarter,1.0,35,1329799965824
A,,4,A4,quarter,1.0,35,1329799965824
F,,4,F4,half,2.0,35,1329799965824
F,,4,F4,quarter,1.0,35,1329799965824
A,,4,A4,half,2.0,35,1329799965824
A,,4,A4,quarter,1.0,35,1329799965824
F,,4,F4,half,3.0,36,1329799965824
Rest,,,Rest,quarter,1.0,36,1329799965824
Rest,,,Rest,half,2.0,37,1329799965824
