step,alteration,octave,pitch,type,duration,measureCount,voice
C,,4,C4,quarter,1.0,0,1329830723008
F,,4,F4,half,2.0,1,1329830723008
F,,4,F4,quarter,1.0,1,1329830723008
A,,4,A4,half,2.0,1,1329830723008
A,,4,A4,quarter,1.0,1,1329830723008
C,,5,C5,half,2.0,2,1329830723008
C,,5,C5,quarter,1.0,2,1329830723008
A,,4,A4,half,2.0,2,1329830723008
C,,5,C5,quarter,1.0,2,1329830723008
C,,5,C5,half,2.0,3,1329830723008
C,,5,C5,quarter,1.0,3,1329830723008
B,-1,4,B[-1]4,half,2.0,3,1329830723008
A,,4,A4,quarter,1.0,3,1329830723008
G,,4,G4,half,3.0,4,1329830723008
F,,4,F4,half,2.0,4,1329830723008
C,,4,C4,quarter,1.0,4,1329830723008
F,,4,F4,half,2.0,5,1329830723008
F,,4,F4,quarter,1.0,5,1329830723008
A,,4,A4,half,2.0,5,1329830723008
A,,4,A4,quarter,1.0,5,1329830723008
C,,5,C5,half,2.0,6,1329830723008
C,,5,C5,quarter,1.0,6,1329830723008
A,,4,A4,half,2.0,6,1329830723008
C,,5,C5,quarter,1.0,6,1329830723008
C,,5,C5,half,2.0,7,1329830723008
C,,5,C5,quarter,1.0,7,1329830723008
B,-1,4,B[-1]4,half,2.0,7,1329830723008
A,,4,A4,quarter,1.0,7,1329830723008
G,,4,G4,half,3.0,8,1329830723008
F,,4,F4,half,2.0,8,1329830723008
C,,5,C5,quarter,1.0,8,1329830723008
D,,5,D5,half,2.0,9,1329830723008
C,,5,C5,quarter,1.0,9,1329830723008
C,,5,C5,half,2.0,9,1329830723008
B,-1,4,B[-1]4,quarter,1.0,9,1329830723008
A,,4,A4,half,3.0,10,1329830723008
G,,4,G4,half,2.0,10,1329830723008
A,,4,A4,quarter,1.0,10,1329830723008
B,-1,4,B[-1]4,half,2.0,11,1329830723008
B,-1,4,B[-1]4,quarter,1.0,11,1329830723008
C,,5,C5,quarter,1.0,11,1329830723008
A,,4,A4,quarter,1.0,11,1329830723008
B,-1,4,B[-1]4,quarter,1.0,11,1329830723008
G,,4,G4,half,3.0,12,1329830723008
G,,4,G4,quarter,1.0,12,1329830723008
Rest,,,Rest,quarter,1.0,12,1329830723008
C,,5,C5,quarter,1.0,12,1329830723008
D,,5,D5,half,2.0,13,1329830723008
C,,5,C5,quarter,1.0,13,1329830723008
C,,5,C5,half,2.0,13,1329830723008
A,,4,A4,quarter,1.0,13,1329830723008
F,,4,F4,half,2.0,14,1329830723008
C,,5,C5,quarter,1.0,14,1329830723008
A,,4,A4,half,2.0,14,1329830723008
C,,5,C5,quarter,1.0,14,1329830723008
C,,5,C5,half,2.0,15,1329830723008
C,,5,C5,quarter,1.0,15,1329830723008
A,,4,A4,quarter,1.0,15,1329830723008
B,-1,4,B[-1]4,quarter,1.0,15,1329830723008
G,,4,G4,quarter,1.0,15,1329830723008
F,,4,F4,half,3.0,16,1329830723008
F,,4,F4,quarter,1.0,16,1329830723008
Rest,,,Rest,quarter,1.0,16,1329830723008
Rest,,,Rest,quarter,1.0,16,1329830723008
