step,alteration,octave,pitch,type,duration,measureCount,voice
C,0,4,C4,whole,4.0,0,1329831415472
D,,4,D4,whole,4.0,1,1329831415472
E,,4,E4,whole,4.0,1,1329831415472
F,0,4,F4,whole,4.0,1,1329831415472
D,,4,D4,whole,4.0,1,1329831415472
C,0,4,C4,breve,8.0,2,1329831415472
D,,4,D4,whole,6.0,2,1329831415472
E,,4,E4,half,2.0,2,1329831415472
F,0,4,F4,whole,4.0,3,1329831415472
G,,4,G4,whole,4.0,3,1329831415472
E,,4,E4,breve,8.0,3,1329831415472
D,,4,D4,breve,8.0,4,1329831415472
Rest,,,Rest,whole,4.0,4,1329831415472
C,0,4,C4,whole,4.0,4,1329831415472
D,,4,D4,whole,4.0,5,1329831415472
E,,4,E4,whole,4.0,5,1329831415472
F,0,4,F4,whole,4.0,5,1329831415472
D,,4,D4,whole,4.0,5,1329831415472
C,0,4,C4,breve,8.0,6,1329831415472
D,,4,D4,whole,6.0,6,1329831415472
E,,4,E4,half,2.0,6,1329831415472
F,0,4,F4,whole,4.0,7,1329831415472
G,,4,G4,whole,4.0,7,1329831415472
E,,4,E4,breve,8.0,7,1329831415472
D,,4,D4,breve,8.0,8,1329831415472
Rest,,,Rest,whole,4.0,8,1329831415472
D,,4,D4,whole,4.0,8,1329831415472
A,,4,A4,whole,4.0,9,1329831415472
A,,4,A4,whole,4.0,9,1329831415472
A,,4,A4,whole,4.0,9,1329831415472
G,,4,G4,whole,4.0,9,1329831415472
G,,4,G4,breve,8.0,10,1329831415472
A,,4,A4,whole,4.0,10,1329831415472
G,,4,G4,whole,4.0,10,1329831415472
F,0,4,F4,whole,4.0,11,1329831415472
E,,4,E4,whole,4.0,11,1329831415472
D,,4,D4,whole,4.0,11,1329831415472
D,,4,D4,whole,4.0,11,1329831415472
A,,3,A3,breve,8.0,12,1329831415472
Rest,,,Rest,whole,4.0,12,1329831415472
A,,3,A3,whole,4.0,12,1329831415472
D,,4,D4,whole,4.0,13,1329831415472
C,0,4,C4,whole,4.0,13,1329831415472
D,,4,D4,whole,4.0,13,1329831415472
E,,4,E4,whole,4.0,13,1329831415472
F,0,4,F4,breve,8.0,14,1329831415472
E,,4,E4,whole,4.0,14,1329831415472
D,,4,D4,whole,4.0,14,1329831415472
F,0,4,F4,whole,6.0,15,1329831415472
E,,4,E4,half,2.0,15,1329831415472
D,,4,D4,whole,4.0,15,1329831415472
A,,4,A4,whole,4.0,15,1329831415472
G,,4,G4,breve,8.0,16,1329831415472
E,,4,E4,breve,8.0,16,1329831415472
D,,4,D4,breve,12.0,17,1329831415472
Rest,,,Rest,whole,4.0,17,1329831415472
