step,alteration,octave,pitch,type,duration,measureCount,voice
A,,4,A4,half,2.0,0,1329830710576
F,,4,F4,half,2.0,1,1329830710576
G,,4,G4,half,2.0,1,1329830710576
A,,4,A4,half,2.0,1,1329830710576
C,,5,C5,half,2.0,1,1329830710576
B,-1,4,B[-1]4,whole,4.0,2,1329830710576
A,,4,A4,half,2.0,2,1329830710576
A,,4,A4,half,2.0,2,1329830710576
C,,5,C5,half,2.0,3,1329830710576
C,,5,C5,half,2.0,3,1329830710576
G,,4,G4,half,2.0,3,1329830710576
A,,4,A4,half,2.0,3,1329830710576
F,,4,F4,whole,4.0,4,1329830710576
E,,4,E4,half,2.0,4,1329830710576
E,,4,E4,half,2.0,4,1329830710576
F,,4,F4,half,2.0,5,1329830710576
G,,4,G4,half,2.0,5,1329830710576
A,,4,A4,half,2.0,5,1329830710576
A,,4,A4,half,2.0,5,1329830710576
G,,4,G4,whole,4.0,6,1329830710576
Rest,,,Rest,half,2.0,6,1329830710576
A,,4,A4,half,2.0,6,1329830710576
F,,4,F4,half,2.0,7,1329830710576
G,,4,G4,half,2.0,7,1329830710576
A,,4,A4,half,2.0,7,1329830710576
C,,5,C5,half,2.0,7,1329830710576
B,-1,4,B[-1]4,whole,4.0,8,1329830710576
A,,4,A4,half,2.0,8,1329830710576
A,,4,A4,half,2.0,8,1329830710576
C,,5,C5,half,2.0,9,1329830710576
C,,5,C5,half,2.0,9,1329830710576
G,,4,G4,half,2.0,9,1329830710576
A,,4,A4,half,2.0,9,1329830710576
F,,4,F4,whole,4.0,10,1329830710576
E,,4,E4,half,2.0,10,1329830710576
C,,4,C4,half,2.0,10,1329830710576
F,,4,F4,half,2.0,11,1329830710576
G,,4,G4,half,2.0,11,1329830710576
A,,4,A4,half,2.0,11,1329830710576
B,-1,4,B[-1]4,half,2.0,11,1329830710576
A,,4,A4,half,2.0,12,1329830710576
G,,4,G4,half,2.0,12,1329830710576
F,,4,F4,half,2.0,12,1329830710576
Rest,,,Rest,half,2.0,12,1329830710576
