step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329764538816
B,,4,B4,half,2.0,1,1329764538816
B,,4,B4,half,2.0,1,1329764538816
C,,5,C5,half,2.0,1,1329764538816
D,,5,D5,whole,4.0,2,1329764538816
D,,5,D5,half,2.0,2,1329764538816
D,,5,D5,whole,4.0,3,1329764538816
D,,5,D5,half,2.0,3,1329764538816
C,,5,C5,whole,4.0,4,1329764538816
F,0,5,F5,half,2.0,4,1329764538816
E,,5,E5,half,2.0,5,1329764538816
E,,5,E5,half,2.0,5,1329764538816
D,,5,D5,half,2.0,5,1329764538816
C,,5,C5,whole,4.0,6,1329764538816
A,,4,A4,half,2.0,6,1329764538816
B,,4,B4,whole,4.0,7,1329764538816
C,,5,C5,half,2.0,7,1329764538816
D,,5,D5,whole,4.0,8,1329764538816
D,,5,D5,half,2.0,8,1329764538816
D,,5,D5,whole,4.0,9,1329764538816
D,,5,D5,half,2.0,9,1329764538816
A,,4,A4,whole,4.0,10,1329764538816
C,,5,C5,half,2.0,10,1329764538816
B,,4,B4,half,2.0,11,1329764538816
A,,4,A4,whole,4.0,11,1329764538816
G,,4,G4,whole,4.0,12,1329764538816
Rest,,,Rest,half,2.0,12,1329764538816
