step,alteration,octave,pitch,type,duration,measureCount,voice
C,,5,C5,quarter,1.0,0,1329831422528
D,,5,D5,quarter,1.0,0,1329831422528
D,,5,D5,quarter,1.0,0,1329831422528
G,,4,G4,quarter,1.0,1,1329831422528
C,,5,C5,quarter,1.0,1,1329831422528
A,,4,A4,quarter,1.5,1,1329831422528
F,,4,F4,eighth,0.5,1,1329831422528
G,,4,G4,quarter,1.0,2,1329831422528
G,,4,G4,quarter,1.0,2,1329831422528
F,,4,F4,half,2.0,2,1329831422528
Rest,,,Rest,quarter,1.0,3,1329831422528
C,,5,C5,quarter,1.0,3,1329831422528
C,,5,C5,quarter,1.0,3,1329831422528
C,,5,C5,quarter,1.0,3,1329831422528
D,,5,D5,quarter,1.5,4,1329831422528
C,,5,C5,eighth,0.5,4,1329831422528
B,0,4,B4,quarter,1.0,4,1329831422528
C,,5,C5,quarter,1.0,4,1329831422528
B,0,4,B4,half,2.0,5,1329831422528
C,,5,C5,half,2.0,5,1329831422528
Rest,,,Rest,quarter,1.0,6,1329831422528
C,,5,C5,quarter,1.0,6,1329831422528
D,,5,D5,quarter,1.0,6,1329831422528
D,,5,D5,quarter,1.0,6,1329831422528
G,,4,G4,quarter,1.0,7,1329831422528
C,,5,C5,quarter,1.0,7,1329831422528
A,,4,A4,quarter,1.5,7,1329831422528
F,,4,F4,eighth,0.5,7,1329831422528
G,,4,G4,quarter,1.0,8,1329831422528
G,,4,G4,quarter,1.0,8,1329831422528
F,,4,F4,half,2.0,8,1329831422528
Rest,,,Rest,quarter,1.0,9,1329831422528
C,,5,C5,quarter,1.0,9,1329831422528
C,,5,C5,quarter,1.0,9,1329831422528
C,,5,C5,quarter,1.0,9,1329831422528
D,,5,D5,quarter,1.5,10,1329831422528
C,,5,C5,eighth,0.5,10,1329831422528
B,0,4,B4,quarter,1.0,10,1329831422528
C,,5,C5,quarter,1.0,10,1329831422528
B,0,4,B4,half,2.0,11,1329831422528
C,,5,C5,half,2.0,11,1329831422528
Rest,,,Rest,quarter,1.0,12,1329831422528
C,,5,C5,quarter,1.0,12,1329831422528
D,,5,D5,quarter,1.0,12,1329831422528
E,,5,E5,quarter,1.0,12,1329831422528
F,,5,F5,half,2.0,13,1329831422528
Rest,,,Rest,quarter,1.0,13,1329831422528
E,,5,E5,quarter,1.0,13,1329831422528
D,,5,D5,quarter,1.0,14,1329831422528
C,1,5,C[1]5,quarter,1.0,14,1329831422528
D,,5,D5,half,2.0,14,1329831422528
Rest,,,Rest,quarter,1.0,15,1329831422528
F,,5,F5,quarter,1.0,15,1329831422528
D,,5,D5,quarter,1.0,15,1329831422528
E,,5,E5,quarter,1.0,15,1329831422528
F,,5,F5,quarter,1.5,16,1329831422528
E,,5,E5,eighth,0.5,16,1329831422528
D,,5,D5,quarter,1.0,16,1329831422528
C,,5,C5,quarter,1.0,16,1329831422528
B,-1,4,B[-1]4,half,2.0,17,1329831422528
A,,4,A4,half,2.0,17,1329831422528
Rest,,,Rest,quarter,1.0,18,1329831422528
C,,5,C5,quarter,1.0,18,1329831422528
D,,5,D5,quarter,1.0,18,1329831422528
B,0,4,B4,quarter,1.0,18,1329831422528
C,,5,C5,half,2.0,19,1329831422528
Rest,,,Rest,quarter,1.0,19,1329831422528
A,,4,A4,quarter,1.0,19,1329831422528
B,-1,4,B[-1]4,quarter,1.0,20,1329831422528
G,,4,G4,quarter,1.0,20,1329831422528
A,,4,A4,half,2.0,20,1329831422528
Rest,,,Rest,quarter,1.0,21,1329831422528
F,,4,F4,quarter,1.0,21,1329831422528
C,,5,C5,quarter,1.0,21,1329831422528
A,,4,A4,quarter,1.0,21,1329831422528
F,,4,F4,quarter,1.0,22,1329831422528
A,,4,A4,quarter,1.0,22,1329831422528
G,,4,G4,half,2.0,22,1329831422528
F,,4,F4,whole,4.0,23,1329831422528
Rest,,,Rest,quarter,1.0,24,1329831422528
Rest,,,Rest,half,3.0,24,1329831422528
