step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,quarter,1.0,0,1329831419744
F,,4,F4,quarter,1.0,1,1329831419744
C,,5,C5,quarter,1.0,1,1329831419744
A,,4,A4,quarter,1.0,1,1329831419744
F,,4,F4,quarter,1.0,1,1329831419744
E,,4,E4,quarter,1.5,2,1329831419744
F,,4,F4,eighth,0.5,2,1329831419744
G,,4,G4,quarter,1.0,2,1329831419744
C,,4,C4,quarter,1.0,2,1329831419744
D,,4,D4,quarter,1.0,3,1329831419744
F,,4,F4,quarter,1.0,3,1329831419744
F,,4,F4,quarter,1.0,3,1329831419744
E,,4,E4,quarter,1.0,3,1329831419744
F,,4,F4,half,2.0,4,1329831419744
Rest,,,Rest,quarter,1.0,4,1329831419744
F,,4,F4,quarter,1.0,4,1329831419744
F,,4,F4,quarter,1.0,5,1329831419744
C,,5,C5,quarter,1.0,5,1329831419744
A,,4,A4,quarter,1.0,5,1329831419744
F,,4,F4,quarter,1.0,5,1329831419744
E,,4,E4,quarter,1.5,6,1329831419744
F,,4,F4,eighth,0.5,6,1329831419744
G,,4,G4,quarter,1.0,6,1329831419744
C,,4,C4,quarter,1.0,6,1329831419744
D,,4,D4,quarter,1.0,7,1329831419744
F,,4,F4,quarter,1.0,7,1329831419744
F,,4,F4,quarter,1.0,7,1329831419744
E,,4,E4,quarter,1.0,7,1329831419744
F,,4,F4,half,2.0,8,1329831419744
Rest,,,Rest,quarter,1.0,8,1329831419744
A,,4,A4,quarter,1.0,8,1329831419744
F,,4,F4,quarter,1.0,9,1329831419744
C,,5,C5,quarter,1.0,9,1329831419744
C,,5,C5,eighth,0.5,9,1329831419744
B,-1,4,B[-1]4,eighth,0.5,9,1329831419744
A,,4,A4,quarter,1.0,9,1329831419744
G,,4,G4,half,2.0,10,1329831419744
G,,4,G4,quarter,1.0,10,1329831419744
B,-1,4,B[-1]4,quarter,1.0,10,1329831419744
A,,4,A4,quarter,1.0,11,1329831419744
G,,4,G4,quarter,1.0,11,1329831419744
A,,4,A4,quarter,1.0,11,1329831419744
F,,4,F4,quarter,1.0,11,1329831419744
G,,4,G4,half,2.0,12,1329831419744
Rest,,,Rest,quarter,1.0,12,1329831419744
C,,5,C5,quarter,1.0,12,1329831419744
B,-1,4,B[-1]4,quarter,1.0,13,1329831419744
A,,4,A4,quarter,1.0,13,1329831419744
G,,4,G4,quarter,1.0,13,1329831419744
F,,4,F4,quarter,1.0,13,1329831419744
E,,4,E4,quarter,1.5,14,1329831419744
F,,4,F4,eighth,0.5,14,1329831419744
G,,4,G4,quarter,1.0,14,1329831419744
C,,4,C4,quarter,1.0,14,1329831419744
D,,4,D4,quarter,1.0,15,1329831419744
F,,4,F4,quarter,1.0,15,1329831419744
F,,4,F4,quarter,1.0,15,1329831419744
E,,4,E4,quarter,1.0,15,1329831419744
F,,4,F4,half,2.0,16,1329831419744
Rest,,,Rest,quarter,1.0,16,1329831419744
Rest,,,Rest,quarter,1.0,16,1329831419744
