step,alteration,octave,pitch,type,duration,measureCount,voice
E,,5,E5,half,2.0,0,1329831413552
D,,5,D5,half,2.0,1,1329831413552
B,,4,B4,half,2.0,1,1329831413552
C,0,5,C5,half,2.0,1,1329831413552
A,,4,A4,half,2.0,1,1329831413552
B,,4,B4,whole,4.0,2,1329831413552
A,,4,A4,whole,4.0,2,1329831413552
Rest,,,Rest,whole,4.0,3,1329831413552
C,0,5,C5,whole,4.0,3,1329831413552
A,,4,A4,half,2.0,4,1329831413552
F,0,4,F4,half,2.0,4,1329831413552
G,0,4,G4,half,2.0,4,1329831413552
E,,4,E4,half,2.0,4,1329831413552
D,,4,D4,whole,4.0,5,1329831413552
Rest,,,Rest,half,2.0,5,1329831413552
E,,5,E5,half,2.0,5,1329831413552
D,,5,D5,half,2.0,6,1329831413552
B,,4,B4,half,2.0,6,1329831413552
C,0,5,C5,half,2.0,6,1329831413552
A,,4,A4,half,2.0,6,1329831413552
B,,4,B4,whole,4.0,7,1329831413552
A,,4,A4,whole,4.0,7,1329831413552
Rest,,,Rest,whole,4.0,8,1329831413552
C,0,5,C5,whole,4.0,8,1329831413552
A,,4,A4,half,2.0,9,1329831413552
F,0,4,F4,half,2.0,9,1329831413552
G,0,4,G4,half,2.0,9,1329831413552
E,,4,E4,half,2.0,9,1329831413552
D,,4,D4,whole,4.0,10,1329831413552
Rest,,,Rest,half,2.0,10,1329831413552
D,,5,D5,half,2.0,10,1329831413552
E,,5,E5,half,2.0,11,1329831413552
D,,5,D5,half,2.0,11,1329831413552
C,0,5,C5,half,2.0,11,1329831413552
A,,4,A4,half,2.0,11,1329831413552
B,,4,B4,whole,4.0,12,1329831413552
C,0,5,C5,whole,4.0,12,1329831413552
Rest,,,Rest,half,2.0,13,1329831413552
C,0,5,C5,half,2.0,13,1329831413552
A,,4,A4,half,2.0,13,1329831413552
A,,4,A4,half,2.0,13,1329831413552
G,0,4,G4,half,2.0,14,1329831413552
F,0,4,F4,half,2.0,14,1329831413552
E,,4,E4,whole,4.0,14,1329831413552
Rest,,,Rest,half,2.0,15,1329831413552
A,,4,A4,half,2.0,15,1329831413552
A,,4,A4,half,2.0,15,1329831413552
A,,4,A4,half,2.0,15,1329831413552
C,0,5,C5,half,3.0,16,1329831413552
B,-1,4,B[-1]4,quarter,1.0,16,1329831413552
A,,4,A4,half,2.0,16,1329831413552
F,0,4,F4,half,2.0,16,1329831413552
G,0,4,G4,whole,4.0,17,1329831413552
F,0,4,F4,whole,4.0,17,1329831413552
Rest,,,Rest,half,2.0,18,1329831413552
C,0,5,C5,half,2.0,18,1329831413552
C,1,5,C[1]5,half,2.0,18,1329831413552
A,,4,A4,half,2.0,18,1329831413552
C,0,5,C5,half,2.0,19,1329831413552
D,,5,D5,half,2.0,19,1329831413552
C,1,5,C[1]5,half,2.0,19,1329831413552
B,,4,B4,half,2.0,19,1329831413552
A,,4,A4,whole,4.0,20,1329831413552
Rest,,,Rest,half,2.0,20,1329831413552
Rest,,,Rest,half,2.0,20,1329831413552
