step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,whole,4.0,0,1329830719696
G,,4,G4,half,2.0,0,1329830719696
G,,4,G4,whole,4.0,0,1329830719696
G,,4,G4,half,2.0,0,1329830719696
D,,5,D5,whole,4.0,1,1329830719696
D,,5,D5,half,2.0,1,1329830719696
D,,5,D5,whole,6.0,1,1329830719696
D,,5,D5,whole,4.0,2,1329830719696
D,,5,D5,half,2.0,2,1329830719696
C,,5,C5,whole,4.0,2,1329830719696
D,,5,D5,half,2.0,2,1329830719696
B,-1,4,B[-1]4,whole,4.0,3,1329830719696
A,,4,A4,half,2.0,3,1329830719696
G,,4,G4,whole,6.0,3,1329830719696
B,,4,B4,whole,4.0,4,1329830719696
B,,4,B4,half,2.0,4,1329830719696
C,,5,C5,whole,4.0,4,1329830719696
A,,4,A4,half,2.0,4,1329830719696
F,0,4,F4,whole,4.0,5,1329830719696
G,,4,G4,half,2.0,5,1329830719696
A,,4,A4,whole,6.0,5,1329830719696
G,,4,G4,whole,4.0,6,1329830719696
G,,4,G4,half,2.0,6,1329830719696
G,,4,G4,whole,4.0,6,1329830719696
G,,4,G4,half,2.0,6,1329830719696
F,0,4,F4,whole,4.0,7,1329830719696
E,,4,E4,half,2.0,7,1329830719696
D,,4,D4,whole,4.0,7,1329830719696
D,,4,D4,half,2.0,7,1329830719696
F,0,4,F4,whole,4.0,8,1329830719696
G,,4,G4,half,2.0,8,1329830719696
A,,4,A4,whole,4.0,8,1329830719696
G,,4,G4,half,2.0,8,1329830719696
F,0,4,F4,whole,4.0,9,1329830719696
G,,4,G4,half,2.0,9,1329830719696
A,,4,A4,whole,4.0,9,1329830719696
D,,5,D5,half,2.0,9,1329830719696
B,-1,4,B[-1]4,whole,4.0,10,1329830719696
A,,4,A4,half,2.0,10,1329830719696
G,,4,G4,whole,4.0,10,1329830719696
F,1,4,F[1]4,half,2.0,10,1329830719696
G,,4,G4,breve,12.0,11,1329830719696
