step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,quarter,1.0,0,1329831423056
G,,4,G4,half,2.0,1,1329831423056
D,,5,D5,quarter,1.0,1,1329831423056
F,0,5,F5,quarter,1.0,1,1329831423056
F,0,5,F5,quarter,1.0,2,1329831423056
E,,5,E5,quarter,1.0,2,1329831423056
D,,5,D5,half,2.0,2,1329831423056
A,,4,A4,whole,4.0,3,1329831423056
G,,4,G4,half,2.0,4,1329831423056
A,,4,A4,half,2.0,4,1329831423056
B,-1,4,B[-1]4,half,3.0,5,1329831423056
C,,5,C5,quarter,1.0,5,1329831423056
A,,4,A4,half,2.0,6,1329831423056
Rest,,,Rest,quarter,1.0,6,1329831423056
G,,4,G4,quarter,1.0,6,1329831423056
G,,4,G4,half,2.0,7,1329831423056
D,,5,D5,quarter,1.0,7,1329831423056
F,0,5,F5,quarter,1.0,7,1329831423056
F,0,5,F5,quarter,1.0,8,1329831423056
E,,5,E5,quarter,1.0,8,1329831423056
D,,5,D5,half,2.0,8,1329831423056
A,,4,A4,whole,4.0,9,1329831423056
B,-1,4,B[-1]4,quarter,1.0,10,1329831423056
G,,4,G4,half,2.0,10,1329831423056
A,,4,A4,quarter,1.0,10,1329831423056
B,-1,4,B[-1]4,half,3.0,11,1329831423056
C,,5,C5,quarter,1.0,11,1329831423056
A,,4,A4,half,2.0,12,1329831423056
Rest,,,Rest,quarter,1.0,12,1329831423056
C,,5,C5,quarter,1.0,12,1329831423056
C,,5,C5,quarter,1.0,13,1329831423056
C,,5,C5,quarter,1.0,13,1329831423056
C,,5,C5,quarter,1.0,13,1329831423056
B,-1,4,B[-1]4,quarter,1.0,13,1329831423056
A,,4,A4,half,2.0,14,1329831423056
G,,4,G4,half,2.0,14,1329831423056
G,,4,G4,half,2.0,15,1329831423056
A,,4,A4,quarter,1.0,15,1329831423056
B,-1,4,B[-1]4,quarter,1.0,15,1329831423056
B,,4,B4,quarter,1.0,16,1329831423056
G,,4,G4,quarter,1.0,16,1329831423056
F,0,4,F4,quarter,1.0,16,1329831423056
G,,4,G4,quarter,1.0,16,1329831423056
A,,4,A4,half,2.0,17,1329831423056
Rest,,,Rest,quarter,1.0,17,1329831423056
A,,4,A4,quarter,1.0,17,1329831423056
F,0,4,F4,half,2.0,18,1329831423056
F,1,4,F[1]4,quarter,1.0,18,1329831423056
G,,4,G4,quarter,1.0,18,1329831423056
G,,4,G4,quarter,1.0,19,1329831423056
A,,4,A4,quarter,1.0,19,1329831423056
B,-1,4,B[-1]4,half,2.0,19,1329831423056
G,,4,G4,whole,4.0,20,1329831423056
D,,5,D5,half,2.0,21,1329831423056
F,0,5,F5,half,2.0,21,1329831423056
E,,5,E5,quarter,1.0,22,1329831423056
D,,5,D5,half,2.0,22,1329831423056
C,,5,C5,quarter,1.0,22,1329831423056
B,-1,4,B[-1]4,half,3.0,23,1329831423056
A,,4,A4,eighth,0.5,23,1329831423056
G,,4,G4,eighth,0.5,23,1329831423056
F,1,4,F[1]4,half,2.0,24,1329831423056
G,,4,G4,half,2.0,24,1329831423056
B,-1,4,B[-1]4,quarter,1.5,25,1329831423056
B,,4,B4,eighth,0.5,25,1329831423056
B,,4,B4,quarter,1.0,25,1329831423056
C,,5,C5,quarter,1.0,25,1329831423056
A,,4,A4,half,2.0,26,1329831423056
G,,4,G4,quarter,1.0,26,1329831423056
Rest,,,Rest,quarter,1.0,26,1329831423056
