step,alteration,octave,pitch,type,duration,measureCount,voice
C,,5,C5,half,2.0,0,1329830720992
C,,5,C5,whole,4.0,1,1329830720992
D,,5,D5,half,2.0,1,1329830720992
C,,5,C5,whole,4.0,2,1329830720992
A,,4,A4,half,2.0,2,1329830720992
G,,4,G4,whole,4.0,3,1329830720992
G,,4,G4,half,2.0,3,1329830720992
E,,4,E4,whole,4.0,4,1329830720992
E,,4,E4,half,2.0,4,1329830720992
F,,4,F4,whole,4.0,5,1329830720992
F,,4,F4,half,2.0,5,1329830720992
F,,4,F4,whole,4.0,6,1329830720992
A,,4,A4,half,2.0,6,1329830720992
G,,4,G4,whole,4.0,7,1329830720992
G,,4,G4,half,2.0,7,1329830720992
C,,4,C4,whole,4.0,8,1329830720992
G,,4,G4,half,2.0,8,1329830720992
G,,4,G4,whole,4.0,9,1329830720992
F,,4,F4,half,2.0,9,1329830720992
E,,4,E4,whole,4.0,10,1329830720992
D,,4,D4,half,2.0,10,1329830720992
C,,4,C4,whole,4.0,11,1329830720992
G,,4,G4,half,2.0,11,1329830720992
G,,4,G4,half,2.0,12,1329830720992
A,,4,A4,half,2.0,12,1329830720992
B,,4,B4,half,2.0,12,1329830720992
C,,5,C5,whole,4.0,13,1329830720992
Rest,,,Rest,half,2.0,13,1329830720992
