step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,quarter,1.0,0,1329830712592
B,-1,4,B[-1]4,quarter,1.0,1,1329830712592
B,,4,B4,quarter,1.0,1,1329830712592
C,,5,C5,quarter,1.0,1,1329830712592
C,,5,C5,quarter,1.0,1,1329830712592
D,,5,D5,quarter,1.0,2,1329830712592
D,,5,D5,quarter,1.0,2,1329830712592
D,,5,D5,quarter,1.0,2,1329830712592
F,0,5,F5,quarter,1.0,2,1329830712592
F,1,5,F[1]5,quarter,1.0,3,1329830712592
E,,5,E5,eighth,0.5,3,1329830712592
D,,5,D5,eighth,0.5,3,1329830712592
E,,5,E5,quarter,1.0,3,1329830712592
E,,5,E5,quarter,1.0,3,1329830712592
D,,5,D5,half,2.0,4,1329830712592
Rest,,,Rest,quarter,1.0,4,1329830712592
B,-1,4,B[-1]4,quarter,1.0,4,1329830712592
A,,4,A4,quarter,1.0,5,1329830712592
B,-1,4,B[-1]4,quarter,1.0,5,1329830712592
A,,4,A4,quarter,1.0,5,1329830712592
A,,4,A4,quarter,1.0,5,1329830712592
G,,4,G4,half,3.0,6,1329830712592
G,,5,G5,quarter,1.0,6,1329830712592
G,,5,G5,quarter,1.0,7,1329830712592
F,0,5,F5,quarter,1.0,7,1329830712592
E,,5,E5,quarter,1.0,7,1329830712592
E,,5,E5,quarter,1.0,7,1329830712592
D,,5,D5,half,2.0,8,1329830712592
Rest,,,Rest,quarter,1.0,8,1329830712592
D,,5,D5,quarter,1.0,8,1329830712592
G,,5,G5,half,2.0,9,1329830712592
G,,5,G5,half,2.0,9,1329830712592
F,0,5,F5,half,2.0,10,1329830712592
D,,5,D5,half,2.0,10,1329830712592
F,0,5,F5,half,2.0,11,1329830712592
E,-1,5,E[-1]5,half,2.0,11,1329830712592
D,,5,D5,half,2.0,12,1329830712592
Rest,,,Rest,quarter,1.0,12,1329830712592
F,0,5,F5,quarter,1.0,12,1329830712592
D,,5,D5,quarter,1.0,13,1329830712592
D,,5,D5,quarter,1.0,13,1329830712592
D,,5,D5,quarter,1.0,13,1329830712592
B,-1,4,B[-1]4,quarter,1.0,13,1329830712592
D,,5,D5,quarter,1.0,14,1329830712592
D,,5,D5,quarter,1.0,14,1329830712592
D,,5,D5,quarter,1.0,14,1329830712592
G,,4,G4,quarter,1.0,14,1329830712592
C,,5,C5,quarter,1.0,15,1329830712592
B,-1,4,B[-1]4,quarter,1.0,15,1329830712592
A,,4,A4,quarter,1.0,15,1329830712592
A,,4,A4,quarter,1.0,15,1329830712592
G,,4,G4,half,2.0,16,1329830712592
Rest,,,Rest,quarter,1.0,16,1329830712592
G,,4,G4,quarter,1.0,16,1329830712592
B,-1,4,B[-1]4,quarter,1.0,17,1329830712592
B,,4,B4,quarter,1.0,17,1329830712592
C,,5,C5,quarter,1.0,17,1329830712592
C,,5,C5,quarter,1.0,17,1329830712592
D,,5,D5,quarter,1.0,18,1329830712592
D,,5,D5,quarter,1.0,18,1329830712592
D,,5,D5,quarter,1.0,18,1329830712592
F,0,5,F5,quarter,1.0,18,1329830712592
F,1,5,F[1]5,quarter,1.0,19,1329830712592
E,,5,E5,eighth,0.5,19,1329830712592
D,,5,D5,eighth,0.5,19,1329830712592
E,,5,E5,quarter,1.0,19,1329830712592
E,,5,E5,quarter,1.0,19,1329830712592
D,,5,D5,half,2.0,20,1329830712592
Rest,,,Rest,quarter,1.0,20,1329830712592
B,-1,4,B[-1]4,quarter,1.0,20,1329830712592
A,,4,A4,quarter,1.0,21,1329830712592
B,-1,4,B[-1]4,quarter,1.0,21,1329830712592
A,,4,A4,quarter,1.0,21,1329830712592
A,,4,A4,quarter,1.0,21,1329830712592
G,,4,G4,half,3.0,22,1329830712592
G,,5,G5,quarter,1.0,22,1329830712592
G,,5,G5,quarter,1.0,23,1329830712592
F,0,5,F5,quarter,1.0,23,1329830712592
E,,5,E5,quarter,1.0,23,1329830712592
E,,5,E5,quarter,1.0,23,1329830712592
D,,5,D5,half,2.0,24,1329830712592
Rest,,,Rest,quarter,1.0,24,1329830712592
D,,5,D5,quarter,1.0,24,1329830712592
G,,5,G5,half,2.0,25,1329830712592
G,,5,G5,half,2.0,25,1329830712592
F,0,5,F5,half,2.0,26,1329830712592
D,,5,D5,half,2.0,26,1329830712592
F,0,5,F5,half,2.0,27,1329830712592
E,-1,5,E[-1]5,half,2.0,27,1329830712592
D,,5,D5,half,2.0,28,1329830712592
Rest,,,Rest,quarter,1.0,28,1329830712592
F,0,5,F5,quarter,1.0,28,1329830712592
D,,5,D5,quarter,1.0,29,1329830712592
D,,5,D5,quarter,1.0,29,1329830712592
D,,5,D5,quarter,1.0,29,1329830712592
B,-1,4,B[-1]4,quarter,1.0,29,1329830712592
D,,5,D5,quarter,1.0,30,1329830712592
D,,5,D5,quarter,1.0,30,1329830712592
D,,5,D5,quarter,1.0,30,1329830712592
G,,4,G4,quarter,1.0,30,1329830712592
C,,5,C5,quarter,1.0,31,1329830712592
B,-1,4,B[-1]4,quarter,1.0,31,1329830712592
A,,4,A4,quarter,1.0,31,1329830712592
A,,4,A4,quarter,1.0,31,1329830712592
