step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,quarter,1.0,0,1329831413744
G,,4,G4,quarter,1.0,1,1329831413744
G,,4,G4,quarter,1.0,1,1329831413744
G,,4,G4,quarter,1.0,1,1329831413744
D,,4,D4,half,2.0,2,1329831413744
F,,4,F4,quarter,1.0,2,1329831413744
E,,4,E4,quarter,1.0,3,1329831413744
D,,4,D4,half,2.0,3,1329831413744
C,,4,C4,half,2.0,4,1329831413744
Rest,,,Rest,quarter,1.0,4,1329831413744
C,,4,C4,quarter,1.0,5,1329831413744
F,,4,F4,quarter,1.0,6,1329831413744
C,,4,C4,quarter,1.0,6,1329831413744
F,,4,F4,quarter,1.0,6,1329831413744
G,,4,G4,quarter,1.0,7,1329831413744
A,,4,A4,half,2.0,8,1329831413744
G,,4,G4,quarter,1.0,8,1329831413744
G,,4,G4,quarter,1.0,9,1329831413744
A,,4,A4,quarter,1.0,10,1329831413744
A,,4,A4,quarter,1.0,10,1329831413744
G,,4,G4,quarter,1.0,10,1329831413744
G,,4,G4,quarter,1.0,11,1329831413744
A,,4,A4,half,2.0,12,1329831413744
G,,4,G4,quarter,1.0,12,1329831413744
G,,4,G4,quarter,1.0,13,1329831413744
F,,4,F4,half,2.0,14,1329831413744
A,,4,A4,quarter,1.0,14,1329831413744
A,,4,A4,quarter,1.0,15,1329831413744
C,,5,C5,quarter,1.0,16,1329831413744
A,,4,A4,quarter,1.0,16,1329831413744
C,,5,C5,quarter,1.0,16,1329831413744
A,,4,A4,quarter,1.0,17,1329831413744
C,,5,C5,quarter,1.0,18,1329831413744
A,,4,A4,quarter,1.0,18,1329831413744
C,,5,C5,quarter,1.0,18,1329831413744
A,,4,A4,quarter,1.0,19,1329831413744
B,-1,4,B[-1]4,half,2.0,20,1329831413744
G,,4,G4,quarter,1.0,20,1329831413744
G,,4,G4,quarter,1.0,21,1329831413744
F,,4,F4,half,3.0,22,1329831413744
