step,alteration,octave,pitch,type,duration,measureCount,voice
D,,4,D4,half,2.0,0,1329830720224
D,,4,D4,half,2.0,0,1329830720224
D,,4,D4,half,2.0,0,1329830720224
A,,4,A4,whole,4.0,1,1329830720224
A,,4,A4,half,2.0,1,1329830720224
C,0,5,C5,whole,4.0,2,1329830720224
C,1,5,C[1]5,half,2.0,2,1329830720224
F,0,4,F4,whole,4.0,3,1329830720224
G,,4,G4,half,2.0,3,1329830720224
A,,4,A4,half,2.0,4,1329830720224
B,-1,4,B[-1]4,whole,4.0,4,1329830720224
A,,4,A4,whole,4.0,5,1329830720224
G,,4,G4,half,2.0,5,1329830720224
A,,4,A4,whole,6.0,6,1329830720224
A,,4,A4,whole,4.0,7,1329830720224
Rest,,,Rest,half,2.0,7,1329830720224
A,,4,A4,half,2.0,8,1329830720224
C,0,5,C5,half,2.0,8,1329830720224
B,,4,B4,half,2.0,8,1329830720224
A,,4,A4,half,2.0,9,1329830720224
G,,4,G4,half,2.0,9,1329830720224
B,-1,4,B[-1]4,half,2.0,9,1329830720224
A,,4,A4,whole,4.0,10,1329830720224
A,,4,A4,half,2.0,10,1329830720224
D,,4,D4,whole,4.0,11,1329830720224
A,,4,A4,half,2.0,11,1329830720224
C,0,5,C5,whole,4.0,12,1329830720224
B,-1,4,B[-1]4,quarter,1.0,12,1329830720224
A,,4,A4,quarter,1.0,12,1329830720224
B,-1,4,B[-1]4,whole,4.0,13,1329830720224
A,,4,A4,half,2.0,13,1329830720224
G,,4,G4,half,2.0,14,1329830720224
E,,4,E4,half,2.0,14,1329830720224
F,0,4,F4,half,2.0,14,1329830720224
G,,4,G4,half,2.0,15,1329830720224
E,,4,E4,whole,4.0,15,1329830720224
D,,4,D4,whole,6.0,16,1329830720224
