step,alteration,octave,pitch,type,duration,measureCount,voice
F,,5,F5,whole,4.0,0,1329831418784
E,,5,E5,half,2.0,0,1329831418784
D,,5,D5,half,2.0,0,1329831418784
C,,5,C5,whole,6.0,1,1329831418784
B,-1,4,B[-1]4,half,2.0,1,1329831418784
A,,4,A4,half,3.0,2,1329831418784
G,,4,G4,quarter,1.0,2,1329831418784
F,,4,F4,quarter,1.0,2,1329831418784
G,,4,G4,quarter,1.0,2,1329831418784
E,,4,E4,half,2.0,2,1329831418784
D,,4,D4,whole,4.0,3,1329831418784
Rest,,,Rest,half,2.0,3,1329831418784
D,,5,D5,half,2.0,3,1329831418784
C,,5,C5,half,2.0,4,1329831418784
D,,5,D5,half,2.0,4,1329831418784
E,,5,E5,whole,4.0,4,1329831418784
Rest,,,Rest,half,2.0,5,1329831418784
E,,5,E5,half,2.0,5,1329831418784
F,,5,F5,half,2.0,5,1329831418784
D,,5,D5,half,2.0,5,1329831418784
C,,5,C5,whole,4.0,6,1329831418784
Rest,,,Rest,half,2.0,6,1329831418784
C,,5,C5,half,2.0,6,1329831418784
D,,5,D5,half,2.0,7,1329831418784
E,,5,E5,half,2.0,7,1329831418784
A,,4,A4,half,2.0,7,1329831418784
A,,4,A4,half,2.0,7,1329831418784
C,,5,C5,half,3.0,8,1329831418784
B,-1,4,B[-1]4,quarter,1.0,8,1329831418784
A,,4,A4,quarter,1.0,8,1329831418784
B,-1,4,B[-1]4,quarter,1.0,8,1329831418784
G,,4,G4,half,2.0,8,1329831418784
F,,4,F4,whole,4.0,9,1329831418784
Rest,,,Rest,half,2.0,9,1329831418784
F,,4,F4,half,2.0,9,1329831418784
G,,4,G4,half,2.0,10,1329831418784
A,,4,A4,half,2.0,10,1329831418784
D,,4,D4,whole,4.0,10,1329831418784
Rest,,,Rest,half,2.0,11,1329831418784
A,,4,A4,half,2.0,11,1329831418784
B,-1,4,B[-1]4,half,2.0,11,1329831418784
C,,5,C5,half,2.0,11,1329831418784
A,,4,A4,whole,4.0,12,1329831418784
Rest,,,Rest,half,2.0,12,1329831418784
A,,4,A4,half,2.0,12,1329831418784
D,,5,D5,half,2.0,13,1329831418784
D,,5,D5,half,2.0,13,1329831418784
C,,5,C5,half,2.0,13,1329831418784
F,,5,F5,half,2.0,13,1329831418784
E,,5,E5,half,2.0,14,1329831418784
D,,5,D5,half,2.0,14,1329831418784
A,,4,A4,half,2.0,14,1329831418784
A,,4,A4,half,2.0,14,1329831418784
C,,5,C5,half,2.0,15,1329831418784
C,,5,C5,half,2.0,15,1329831418784
D,,5,D5,half,2.0,15,1329831418784
F,,5,F5,half,2.0,15,1329831418784
E,,5,E5,quarter,1.5,16,1329831418784
D,,5,D5,eighth,0.5,16,1329831418784
C,,5,C5,quarter,1.0,16,1329831418784
B,-1,4,B[-1]4,quarter,1.0,16,1329831418784
A,,4,A4,quarter,1.0,16,1329831418784
G,,4,G4,eighth,0.5,16,1329831418784
F,,4,F4,eighth,0.5,16,1329831418784
G,,4,G4,half,2.0,16,1329831418784
F,,4,F4,whole,4.0,17,1329831418784
Rest,,,Rest,whole,4.0,17,1329831418784
