step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,half,2.0,0,1329799964336
A,,4,A4,whole,4.0,1,1329799964336
B,-1,4,B[-1]4,whole,4.0,1,1329799964336
C,,5,C5,whole,6.0,2,1329799964336
B,-1,4,B[-1]4,half,2.0,2,1329799964336
A,,4,A4,whole,4.0,3,1329799964336
G,,4,G4,whole,4.0,3,1329799964336
F,,4,F4,whole,4.0,4,1329799964336
Rest,,,Rest,half,2.0,4,1329799964336
F,,4,F4,half,2.0,4,1329799964336
A,,4,A4,whole,4.0,5,1329799964336
B,-1,4,B[-1]4,whole,4.0,5,1329799964336
C,,5,C5,whole,6.0,6,1329799964336
B,-1,4,B[-1]4,half,2.0,6,1329799964336
A,,4,A4,whole,4.0,7,1329799964336
G,,4,G4,whole,4.0,7,1329799964336
F,,4,F4,whole,4.0,8,1329799964336
Rest,,,Rest,half,2.0,8,1329799964336
B,-1,4,B[-1]4,half,2.0,8,1329799964336
A,,4,A4,whole,4.0,9,1329799964336
G,,4,G4,whole,4.0,9,1329799964336
D,,4,D4,whole,4.0,10,1329799964336
C,,4,C4,whole,4.0,10,1329799964336
G,,4,G4,whole,4.0,11,1329799964336
A,,4,A4,whole,4.0,11,1329799964336
F,,4,F4,whole,4.0,12,1329799964336
Rest,,,Rest,half,2.0,12,1329799964336
B,-1,4,B[-1]4,half,2.0,12,1329799964336
A,,4,A4,whole,4.0,13,1329799964336
G,,4,G4,whole,4.0,13,1329799964336
D,,4,D4,whole,4.0,14,1329799964336
C,,4,C4,whole,4.0,14,1329799964336
G,,4,G4,whole,4.0,15,1329799964336
A,,4,A4,whole,4.0,15,1329799964336
F,,4,F4,whole,4.0,16,1329799964336
Rest,,,Rest,half,2.0,16,1329799964336
Rest,,,Rest,half,2.0,16,1329799964336
