step,alteration,octave,pitch,type,duration,measureCount,voice
Rest,,,Rest,half,2.0,0,1329830247536
A,,4,A4,half,2.0,0,1329830247536
A,,4,A4,half,2.0,0,1329830247536
A,,4,A4,half,2.0,0,1329830247536
C,0,5,C5,half,2.0,1,1329830247536
C,1,5,C[1]5,half,2.0,1,1329830247536
B,,4,B4,half,2.0,1,1329830247536
B,,4,B4,half,2.0,1,1329830247536
A,,4,A4,whole,4.0,2,1329830247536
Rest,,,Rest,half,2.0,2,1329830247536
A,,4,A4,half,2.0,2,1329830247536
D,,5,D5,half,3.0,3,1329830247536
C,0,5,C5,quarter,1.0,3,1329830247536
B,,4,B4,half,2.0,3,1329830247536
C,1,5,C[1]5,half,2.0,3,1329830247536
C,1,5,C[1]5,half,2.0,4,1329830247536
B,,4,B4,whole,4.0,4,1329830247536
A,,4,A4,half,2.0,4,1329830247536
B,,4,B4,whole,4.0,5,1329830247536
Rest,,,Rest,half,2.0,5,1329830247536
B,,4,B4,half,2.0,5,1329830247536
B,,4,B4,half,2.0,6,1329830247536
B,,4,B4,half,2.0,6,1329830247536
D,,5,D5,half,2.0,6,1329830247536
D,,5,D5,half,2.0,6,1329830247536
D,,5,D5,half,2.0,7,1329830247536
C,0,5,C5,whole,4.0,7,1329830247536
B,,4,B4,half,2.0,7,1329830247536
A,,4,A4,quarter,1.0,8,1329830247536
G,0,4,G4,quarter,1.0,8,1329830247536
A,,4,A4,quarter,1.0,8,1329830247536
B,,4,B4,quarter,1.0,8,1329830247536
C,0,5,C5,half,2.0,8,1329830247536
B,,4,B4,half,2.0,8,1329830247536
A,,4,A4,half,2.0,9,1329830247536
A,,4,A4,half,2.0,9,1329830247536
G,0,4,G4,whole,4.0,9,1329830247536
Rest,,,Rest,half,2.0,10,1329830247536
G,1,4,G[1]4,half,2.0,10,1329830247536
A,,4,A4,whole,4.0,10,1329830247536
B,,4,B4,half,2.0,11,1329830247536
C,0,5,C5,half,3.0,11,1329830247536
D,,5,D5,quarter,1.0,11,1329830247536
E,,5,E5,half,2.0,11,1329830247536
D,,5,D5,half,3.0,12,1329830247536
C,0,5,C5,quarter,1.0,12,1329830247536
B,,4,B4,half,2.0,12,1329830247536
A,,4,A4,half,2.0,12,1329830247536
G,1,4,G[1]4,whole,4.0,13,1329830247536
A,,4,A4,whole,4.0,13,1329830247536
