step,alteration,octave,pitch,type,duration,measureCount,voice
F,0,4,F4,whole,4.0,0,1329830723488
D,,4,D4,half,2.0,1,1329830723488
E,,4,E4,half,2.0,1,1329830723488
F,0,4,F4,half,2.0,1,1329830723488
G,,4,G4,half,2.0,1,1329830723488
A,,4,A4,whole,4.0,2,1329830723488
A,,4,A4,whole,4.0,2,1329830723488
A,,4,A4,whole,4.0,3,1329830723488
G,,4,G4,whole,4.0,4,1329830723488
E,,4,E4,half,2.0,4,1329830723488
F,0,4,F4,half,2.0,4,1329830723488
D,,4,D4,whole,4.0,5,1329830723488
C,0,4,C4,whole,4.0,6,1329830723488
Rest,,,Rest,half,2.0,6,1329830723488
F,0,4,F4,half,2.0,6,1329830723488
F,0,4,F4,half,2.0,7,1329830723488
A,,4,A4,half,2.0,7,1329830723488
G,,4,G4,half,2.0,7,1329830723488
F,1,4,F[1]4,half,2.0,7,1329830723488
E,,4,E4,whole,4.0,8,1329830723488
D,,4,D4,half,2.0,8,1329830723488
F,0,4,F4,half,2.0,8,1329830723488
E,,4,E4,half,2.0,9,1329830723488
D,,4,D4,half,2.0,9,1329830723488
C,0,4,C4,half,2.0,9,1329830723488
D,,4,D4,half,2.0,9,1329830723488
B,-1,3,B[-1]3,whole,4.0,10,1329830723488
A,,3,A3,whole,4.0,11,1329830723488
Rest,,,Rest,half,2.0,11,1329830723488
A,,3,A3,half,2.0,11,1329830723488
A,,3,A3,half,2.0,12,1329830723488
A,,3,A3,half,2.0,12,1329830723488
D,,4,D4,whole,4.0,13,1329830723488
D,,4,D4,half,2.0,13,1329830723488
C,0,4,C4,half,2.0,13,1329830723488
C,0,4,C4,quarter,1.0,14,1329830723488
B,-1,3,B[-1]3,quarter,1.0,14,1329830723488
A,,3,A3,quarter,1.0,14,1329830723488
G,,3,G3,quarter,1.0,14,1329830723488
F,0,3,F3,whole,4.0,15,1329830723488
Rest,,,Rest,half,2.0,15,1329830723488
F,1,4,F[1]4,half,2.0,15,1329830723488
D,,4,D4,half,2.0,16,1329830723488
E,,4,E4,half,2.0,16,1329830723488
F,0,4,F4,half,2.0,16,1329830723488
G,,4,G4,half,2.0,16,1329830723488
A,,4,A4,whole,6.0,17,1329830723488
G,,4,G4,quarter,1.0,17,1329830723488
F,0,4,F4,quarter,1.0,17,1329830723488
E,,4,E4,whole,4.0,18,1329830723488
G,,4,G4,whole,4.0,18,1329830723488
F,0,4,F4,half,2.0,19,1329830723488
D,,4,D4,whole,4.0,19,1329830723488
C,0,4,C4,half,2.0,19,1329830723488
D,,4,D4,half,2.0,20,1329830723488
B,-1,3,B[-1]3,half,2.0,20,1329830723488
A,,3,A3,breve,8.0,21,1329830723488
