step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,breve,8.0,0,1329831418016
A,,4,A4,whole,4.0,0,1329831418016
B,-1,4,B[-1]4,whole,4.0,0,1329831418016
C,,5,C5,whole,4.0,1,1329831418016
C,,5,C5,whole,4.0,1,1329831418016
D,,5,D5,whole,4.0,1,1329831418016
D,,5,D5,whole,4.0,1,1329831418016
C,,5,C5,breve,8.0,2,1329831418016
Rest,,,Rest,whole,4.0,2,1329831418016
F,,5,F5,whole,4.0,2,1329831418016
E,,5,E5,whole,4.0,3,1329831418016
D,,5,D5,whole,4.0,3,1329831418016
C,,5,C5,whole,4.0,3,1329831418016
B,-1,4,B[-1]4,whole,4.0,3,1329831418016
A,,4,A4,whole,4.0,4,1329831418016
G,,4,G4,half,2.0,4,1329831418016
A,,4,A4,whole,4.0,4,1329831418016
G,,4,G4,quarter,1.0,4,1329831418016
F,,4,F4,quarter,1.0,4,1329831418016
G,,4,G4,whole,4.0,4,1329831418016
F,,4,F4,breve,8.0,5,1329831418016
Rest,,,Rest,breve,8.0,5,1329831418016
F,,4,F4,breve,8.0,6,1329831418016
A,,4,A4,whole,4.0,6,1329831418016
B,-1,4,B[-1]4,whole,4.0,6,1329831418016
C,,5,C5,whole,4.0,7,1329831418016
C,,5,C5,whole,4.0,7,1329831418016
D,,5,D5,whole,4.0,7,1329831418016
D,,5,D5,whole,4.0,7,1329831418016
C,,5,C5,breve,8.0,8,1329831418016
Rest,,,Rest,whole,4.0,8,1329831418016
F,,5,F5,whole,4.0,8,1329831418016
E,,5,E5,whole,4.0,9,1329831418016
D,,5,D5,whole,4.0,9,1329831418016
C,,5,C5,whole,4.0,9,1329831418016
B,-1,4,B[-1]4,whole,4.0,9,1329831418016
A,,4,A4,whole,4.0,10,1329831418016
G,,4,G4,half,2.0,10,1329831418016
A,,4,A4,whole,4.0,10,1329831418016
G,,4,G4,quarter,1.0,10,1329831418016
F,,4,F4,quarter,1.0,10,1329831418016
G,,4,G4,whole,4.0,10,1329831418016
F,,4,F4,breve,8.0,11,1329831418016
Rest,,,Rest,whole,4.0,11,1329831418016
C,,5,C5,whole,4.0,11,1329831418016
A,,4,A4,whole,4.0,12,1329831418016
B,-1,4,B[-1]4,whole,4.0,12,1329831418016
C,,5,C5,whole,4.0,12,1329831418016
D,,5,D5,whole,4.0,12,1329831418016
C,,5,C5,half,2.0,13,1329831418016
F,,5,F5,whole,4.0,13,1329831418016
E,,5,E5,half,2.0,13,1329831418016
F,,5,F5,breve,8.0,13,1329831418016
Rest,,,Rest,whole,4.0,14,1329831418016
F,,5,F5,whole,4.0,14,1329831418016
C,,5,C5,whole,4.0,14,1329831418016
D,,5,D5,whole,4.0,14,1329831418016
A,,4,A4,whole,6.0,15,1329831418016
G,,4,G4,half,2.0,15,1329831418016
A,,4,A4,half,2.0,15,1329831418016
B,-1,4,B[-1]4,half,2.0,15,1329831418016
G,,4,G4,whole,4.0,15,1329831418016
F,,4,F4,breve,8.0,16,1329831418016
Rest,,,Rest,breve,8.0,16,1329831418016
Rest,,,Rest,whole,4.0,17,1329831418016
C,,5,C5,whole,4.0,17,1329831418016
C,,5,C5,whole,4.0,17,1329831418016
C,,5,C5,whole,4.0,17,1329831418016
G,,4,G4,whole,4.0,18,1329831418016
B,-1,4,B[-1]4,whole,4.0,18,1329831418016
B,-1,4,B[-1]4,whole,4.0,18,1329831418016
B,-1,4,B[-1]4,whole,4.0,18,1329831418016
A,,4,A4,breve,8.0,19,1329831418016
Rest,,,Rest,whole,4.0,19,1329831418016
C,,5,C5,whole,4.0,19,1329831418016
F,,5,F5,whole,4.0,20,1329831418016
E,,5,E5,half,2.0,20,1329831418016
D,,5,D5,whole,4.0,20,1329831418016
C,,5,C5,half,2.0,20,1329831418016
B,-1,4,B[-1]4,whole,4.0,20,1329831418016
A,,4,A4,breve,8.0,21,1329831418016
Rest,,,Rest,whole,4.0,21,1329831418016
A,,4,A4,whole,4.0,21,1329831418016
C,,5,C5,whole,4.0,22,1329831418016
C,,5,C5,whole,4.0,22,1329831418016
A,,4,A4,whole,4.0,22,1329831418016
A,,4,A4,whole,4.0,22,1329831418016
C,,5,C5,whole,4.0,23,1329831418016
C,,5,C5,whole,4.0,23,1329831418016
F,,4,F4,breve,8.0,23,1329831418016
Rest,,,Rest,whole,4.0,24,1329831418016
F,,5,F5,whole,4.0,24,1329831418016
E,,5,E5,whole,4.0,24,1329831418016
D,,5,D5,whole,4.0,24,1329831418016
G,,5,G5,whole,4.0,25,1329831418016
F,,5,F5,half,2.0,25,1329831418016
G,,5,G5,whole,4.0,25,1329831418016
F,,5,F5,quarter,1.0,25,1329831418016
E,,5,E5,quarter,1.0,25,1329831418016
D,,5,D5,whole,4.0,25,1329831418016
C,,5,C5,breve,8.0,26,1329831418016
Rest,,,Rest,breve,8.0,26,1329831418016
