step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,quarter,1.0,0,1329799966400
G,,4,G4,half,2.0,1,1329799966400
G,,4,G4,quarter,1.0,1,1329799966400
G,,4,G4,quarter,1.0,1,1329799966400
F,1,4,F[1]4,half,2.0,2,1329799966400
F,1,4,F[1]4,quarter,1.0,2,1329799966400
F,1,4,F[1]4,quarter,1.0,2,1329799966400
G,,4,G4,quarter,1.0,3,1329799966400
B,-1,4,B[-1]4,quarter,1.0,3,1329799966400
A,,4,A4,quarter,1.0,3,1329799966400
G,,4,G4,quarter,1.0,3,1329799966400
F,1,4,F[1]4,half,2.0,4,1329799966400
Rest,,,Rest,quarter,1.0,4,1329799966400
G,,4,G4,quarter,1.0,4,1329799966400
G,,4,G4,half,2.0,5,1329799966400
G,,4,G4,quarter,1.0,5,1329799966400
G,,4,G4,quarter,1.0,5,1329799966400
F,1,4,F[1]4,half,2.0,6,1329799966400
F,1,4,F[1]4,quarter,1.0,6,1329799966400
F,1,4,F[1]4,quarter,1.0,6,1329799966400
G,,4,G4,quarter,1.0,7,1329799966400
B,-1,4,B[-1]4,quarter,1.0,7,1329799966400
A,,4,A4,quarter,1.0,7,1329799966400
G,,4,G4,quarter,1.0,7,1329799966400
F,1,4,F[1]4,half,2.0,8,1329799966400
Rest,,,Rest,quarter,1.0,8,1329799966400
B,-1,4,B[-1]4,quarter,1.0,8,1329799966400
B,-1,4,B[-1]4,quarter,1.0,9,1329799966400
B,,4,B4,quarter,1.0,9,1329799966400
B,,4,B4,quarter,1.0,9,1329799966400
B,,4,B4,quarter,1.0,9,1329799966400
A,,4,A4,half,2.0,10,1329799966400
A,,4,A4,quarter,1.0,10,1329799966400
A,,4,A4,quarter,1.0,10,1329799966400
G,,4,G4,quarter,1.0,11,1329799966400
G,,4,G4,quarter,1.0,11,1329799966400
F,1,4,F[1]4,quarter,1.0,11,1329799966400
F,1,4,F[1]4,quarter,1.0,11,1329799966400
G,,4,G4,half,3.0,12,1329799966400
Rest,,,Rest,quarter,1.0,12,1329799966400
