step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329799962176
G,,4,G4,half,2.0,1,1329799962176
G,,4,G4,half,2.0,1,1329799962176
A,,4,A4,half,2.0,1,1329799962176
B,,4,B4,half,2.0,1,1329799962176
C,,5,C5,whole,4.0,2,1329799962176
C,,5,C5,whole,4.0,2,1329799962176
Rest,,,Rest,half,2.0,3,1329799962176
D,,5,D5,half,2.0,3,1329799962176
E,,5,E5,whole,4.0,4,1329799962176
E,,5,E5,half,2.0,4,1329799962176
D,,5,D5,half,2.0,4,1329799962176
D,,5,D5,half,2.0,5,1329799962176
D,,5,D5,half,2.0,5,1329799962176
C,,5,C5,half,3.0,6,1329799962176
D,,5,D5,quarter,1.0,6,1329799962176
E,,5,E5,quarter,1.0,6,1329799962176
C,,5,C5,quarter,1.0,6,1329799962176
D,,5,D5,half,2.0,6,1329799962176
D,,5,D5,half,2.0,7,1329799962176
G,,4,G4,half,2.0,7,1329799962176
A,,4,A4,half,2.0,8,1329799962176
D,,5,D5,half,2.0,8,1329799962176
D,,5,D5,half,2.0,8,1329799962176
C,,5,C5,half,2.0,8,1329799962176
C,,5,C5,half,2.0,9,1329799962176
D,,5,D5,half,2.0,9,1329799962176
B,,4,B4,half,3.0,10,1329799962176
A,,4,A4,quarter,1.0,10,1329799962176
G,,4,G4,whole,4.0,10,1329799962176
Rest,,,Rest,half,2.0,11,1329799962176
D,,5,D5,half,2.0,11,1329799962176
C,,5,C5,half,2.0,12,1329799962176
A,,4,A4,half,2.0,12,1329799962176
B,,4,B4,half,2.0,12,1329799962176
C,,5,C5,half,2.0,12,1329799962176
C,,5,C5,half,2.0,13,1329799962176
B,-1,4,B[-1]4,half,2.0,13,1329799962176
B,-1,4,B[-1]4,half,2.0,14,1329799962176
A,,4,A4,quarter,1.0,14,1329799962176
G,,4,G4,quarter,1.0,14,1329799962176
A,,4,A4,whole,4.0,14,1329799962176
Rest,,,Rest,half,2.0,15,1329799962176
G,,4,G4,half,2.0,15,1329799962176
A,,4,A4,half,2.0,16,1329799962176
D,,5,D5,half,2.0,16,1329799962176
D,,5,D5,half,2.0,16,1329799962176
C,,5,C5,half,2.0,16,1329799962176
C,,5,C5,half,2.0,17,1329799962176
D,,5,D5,half,2.0,17,1329799962176
C,,5,C5,half,3.0,18,1329799962176
B,,4,B4,quarter,1.0,18,1329799962176
A,,4,A4,whole,4.0,18,1329799962176
Rest,,,Rest,half,2.0,19,1329799962176
C,,5,C5,half,2.0,19,1329799962176
A,,4,A4,half,2.0,20,1329799962176
A,,4,A4,half,2.0,20,1329799962176
G,,4,G4,half,2.0,20,1329799962176
F,0,4,F4,half,2.0,20,1329799962176
F,0,4,F4,half,2.0,21,1329799962176
G,,4,G4,half,2.0,21,1329799962176
A,,4,A4,whole,4.0,22,1329799962176
Rest,,,Rest,half,2.0,22,1329799962176
G,,4,G4,half,2.0,22,1329799962176
G,,4,G4,whole,4.0,23,1329799962176
B,,4,B4,half,2.0,23,1329799962176
C,,5,C5,half,2.0,23,1329799962176
A,,4,A4,half,2.0,24,1329799962176
A,,4,A4,half,2.0,24,1329799962176
G,,4,G4,quarter,1.0,25,1329799962176
F,1,4,F[1]4,quarter,1.0,25,1329799962176
G,,4,G4,quarter,1.0,25,1329799962176
A,,4,A4,quarter,1.0,25,1329799962176
B,,4,B4,half,2.0,25,1329799962176
A,,4,A4,half,2.0,25,1329799962176
A,,4,A4,half,2.0,26,1329799962176
B,,4,B4,half,2.0,26,1329799962176
C,,5,C5,half,2.0,27,1329799962176
D,,5,D5,half,2.0,27,1329799962176
E,,5,E5,half,2.0,27,1329799962176
D,,5,D5,half,2.0,27,1329799962176
D,,5,D5,half,2.0,28,1329799962176
D,,5,D5,half,2.0,28,1329799962176
D,,5,D5,half,2.0,29,1329799962176
B,,4,B4,half,2.0,29,1329799962176
C,,5,C5,half,2.0,29,1329799962176
D,,5,D5,half,2.0,29,1329799962176
D,,5,D5,half,2.0,30,1329799962176
C,,5,C5,half,2.0,30,1329799962176
C,,5,C5,half,2.0,31,1329799962176
B,,4,B4,quarter,1.0,31,1329799962176
A,,4,A4,quarter,1.0,31,1329799962176
G,,4,G4,whole,4.0,31,1329799962176
G,,4,G4,half,2.0,32,1329799962176
