step,alteration,octave,pitch,type,duration,measureCount,voice
C,,4,C4,whole,4.0,0,1329799958624
C,,4,C4,whole,4.0,0,1329799958624
B,,3,B3,half,2.0,1,1329799958624
C,,4,C4,whole,4.0,1,1329799958624
D,,4,D4,half,2.0,1,1329799958624
B,,3,B3,whole,4.0,2,1329799958624
G,,3,G3,whole,4.0,2,1329799958624
D,,4,D4,whole,4.0,3,1329799958624
E,,4,E4,whole,4.0,3,1329799958624
D,,4,D4,half,2.0,4,1329799958624
C,,4,C4,whole,4.0,4,1329799958624
B,,3,B3,quarter,1.0,4,1329799958624
A,,3,A3,quarter,1.0,4,1329799958624
B,,3,B3,half,2.0,5,1329799958624
C,,4,C4,half,2.0,5,1329799958624
A,,3,A3,whole,4.0,5,1329799958624
G,,3,G3,whole,4.0,6,1329799958624
Rest,,,Rest,whole,4.0,6,1329799958624
C,,4,C4,whole,4.0,7,1329799958624
C,,4,C4,whole,4.0,7,1329799958624
B,,3,B3,half,2.0,8,1329799958624
C,,4,C4,whole,4.0,8,1329799958624
D,,4,D4,half,2.0,8,1329799958624
B,,3,B3,whole,4.0,9,1329799958624
G,,3,G3,whole,4.0,9,1329799958624
D,,4,D4,whole,4.0,10,1329799958624
E,,4,E4,whole,4.0,10,1329799958624
D,,4,D4,half,2.0,11,1329799958624
C,,4,C4,whole,4.0,11,1329799958624
B,,3,B3,quarter,1.0,11,1329799958624
A,,3,A3,quarter,1.0,11,1329799958624
B,,3,B3,half,2.0,12,1329799958624
C,,4,C4,half,2.0,12,1329799958624
A,,3,A3,whole,4.0,12,1329799958624
G,,3,G3,whole,4.0,13,1329799958624
Rest,,,Rest,half,2.0,13,1329799958624
G,,4,G4,half,2.0,13,1329799958624
F,,4,F4,half,2.0,14,1329799958624
E,,4,E4,half,2.0,14,1329799958624
D,,4,D4,whole,4.0,14,1329799958624
C,,4,C4,half,2.0,15,1329799958624
F,,4,F4,whole,4.0,15,1329799958624
E,,4,E4,quarter,1.0,15,1329799958624
D,,4,D4,quarter,1.0,15,1329799958624
E,,4,E4,whole,4.0,16,1329799958624
D,,4,D4,half,2.0,16,1329799958624
D,,4,D4,half,2.0,16,1329799958624
G,,4,G4,whole,4.0,17,1329799958624
F,,4,F4,half,2.0,17,1329799958624
E,,4,E4,half,2.0,17,1329799958624
F,,4,F4,quarter,1.0,18,1329799958624
D,,4,D4,quarter,1.0,18,1329799958624
D,,4,D4,whole,4.0,18,1329799958624
C,,4,C4,half,2.0,18,1329799958624
D,,4,D4,whole,4.0,19,1329799958624
Rest,,,Rest,half,2.0,19,1329799958624
G,,3,G3,half,2.0,19,1329799958624
C,,4,C4,half,2.0,20,1329799958624
D,,4,D4,half,2.0,20,1329799958624
E,,4,E4,half,2.0,20,1329799958624
F,,4,F4,half,2.0,20,1329799958624
G,,4,G4,whole,4.0,21,1329799958624
D,,4,D4,whole,4.0,21,1329799958624
F,,4,F4,whole,4.0,22,1329799958624
E,,4,E4,whole,4.0,22,1329799958624
D,,4,D4,half,2.0,23,1329799958624
G,,4,G4,whole,4.0,23,1329799958624
F,,4,F4,quarter,1.0,23,1329799958624
E,,4,E4,quarter,1.0,23,1329799958624
F,,4,F4,quarter,1.0,24,1329799958624
E,,4,E4,quarter,1.0,24,1329799958624
D,,4,D4,quarter,1.0,24,1329799958624
C,,4,C4,quarter,1.0,24,1329799958624
D,,4,D4,half,2.0,24,1329799958624
D,,4,D4,half,2.0,24,1329799958624
C,,4,C4,breve,8.0,25,1329799958624
