step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,3.0,0,1329832075056
G,,4,G4,quarter,1.0,0,1329832075056
G,,4,G4,half,2.0,0,1329832075056
G,,4,G4,half,2.0,0,1329832075056
B,-1,4,B[-1]4,half,3.0,1,1329832075056
B,,4,B4,quarter,1.0,1,1329832075056
B,,4,B4,half,2.0,1,1329832075056
B,,4,B4,half,2.0,1,1329832075056
G,,4,G4,half,3.0,2,1329832075056
G,,4,G4,quarter,1.0,2,1329832075056
A,,4,A4,half,2.0,2,1329832075056
G,,4,G4,half,2.0,2,1329832075056
F,1,4,F[1]4,whole,4.0,3,1329832075056
G,,4,G4,whole,4.0,3,1329832075056
Rest,,,Rest,half,2.0,4,1329832075056
G,,4,G4,half,2.0,4,1329832075056
A,,4,A4,half,3.0,4,1329832075056
B,-1,4,B[-1]4,quarter,1.0,4,1329832075056
C,,5,C5,half,2.0,5,1329832075056
C,,5,C5,half,2.0,5,1329832075056
B,-1,4,B[-1]4,half,3.0,5,1329832075056
A,,4,A4,quarter,1.0,5,1329832075056
B,-1,4,B[-1]4,half,2.0,6,1329832075056
B,,4,B4,half,2.0,6,1329832075056
F,0,4,F4,half,2.0,6,1329832075056
F,1,4,F[1]4,half,2.0,6,1329832075056
B,-1,4,B[-1]4,half,2.0,7,1329832075056
B,,4,B4,half,2.0,7,1329832075056
A,,4,A4,half,2.0,7,1329832075056
A,,4,A4,half,2.0,7,1329832075056
B,-1,4,B[-1]4,half,3.0,8,1329832075056
B,,4,B4,quarter,1.0,8,1329832075056
A,,4,A4,half,2.0,8,1329832075056
G,,4,G4,half,2.0,8,1329832075056
A,,4,A4,half,2.0,9,1329832075056
G,,4,G4,half,2.0,9,1329832075056
F,1,4,F[1]4,whole,4.0,9,1329832075056
G,,4,G4,breve,8.0,10,1329832075056
