step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,quarter,1.0,0,1329799962608
C,,5,C5,quarter,1.0,1,1329799962608
C,,5,C5,quarter,1.0,1,1329799962608
F,,4,F4,quarter,1.0,1,1329799962608
F,,4,F4,quarter,1.0,1,1329799962608
C,,5,C5,quarter,1.0,2,1329799962608
C,,5,C5,quarter,1.0,2,1329799962608
F,,4,F4,half,2.0,2,1329799962608
C,,5,C5,half,2.0,3,1329799962608
D,,5,D5,quarter,1.0,3,1329799962608
C,,5,C5,quarter,1.0,3,1329799962608
B,-1,4,B[-1]4,quarter,1.0,4,1329799962608
A,,4,A4,quarter,1.0,4,1329799962608
G,,4,G4,quarter,1.0,4,1329799962608
G,,4,G4,quarter,1.0,4,1329799962608
F,,4,F4,half,2.0,5,1329799962608
Rest,,,Rest,quarter,1.0,5,1329799962608
G,,4,G4,quarter,1.0,5,1329799962608
G,,4,G4,quarter,1.0,6,1329799962608
G,,4,G4,quarter,1.0,6,1329799962608
G,,4,G4,quarter,1.0,6,1329799962608
F,,4,F4,quarter,1.0,6,1329799962608
E,,4,E4,quarter,1.0,7,1329799962608
F,,4,F4,quarter,1.0,7,1329799962608
G,,4,G4,half,2.0,7,1329799962608
Rest,,,Rest,quarter,1.0,8,1329799962608
B,-1,4,B[-1]4,quarter,1.0,8,1329799962608
A,,4,A4,quarter,1.0,8,1329799962608
F,,4,F4,quarter,1.0,8,1329799962608
G,,4,G4,quarter,1.0,9,1329799962608
G,,4,G4,quarter,1.0,9,1329799962608
F,,4,F4,quarter,1.0,9,1329799962608
F,,4,F4,quarter,1.0,9,1329799962608
F,,4,F4,half,2.0,10,1329799962608
Rest,,,Rest,quarter,1.0,10,1329799962608
Rest,,,Rest,quarter,1.0,10,1329799962608
