step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,half,2.0,0,1329830708704
A,,4,A4,whole,4.0,1,1329830708704
A,,4,A4,half,2.0,1,1329830708704
F,,4,F4,whole,4.0,2,1329830708704
F,,4,F4,half,2.0,2,1329830708704
G,,4,G4,whole,4.0,3,1329830708704
G,,4,G4,half,2.0,3,1329830708704
F,,4,F4,whole,4.0,4,1329830708704
Rest,,,Rest,half,2.0,4,1329830708704
A,,4,A4,whole,4.0,5,1329830708704
A,,4,A4,half,2.0,5,1329830708704
F,,4,F4,whole,4.0,6,1329830708704
F,,4,F4,half,2.0,6,1329830708704
G,,4,G4,whole,4.0,7,1329830708704
G,,4,G4,half,2.0,7,1329830708704
F,,4,F4,whole,4.0,8,1329830708704
B,-1,4,B[-1]4,half,2.0,8,1329830708704
A,,4,A4,half,3.0,9,1329830708704
G,,4,G4,quarter,1.0,9,1329830708704
F,,4,F4,half,2.0,9,1329830708704
G,,4,G4,half,3.0,10,1329830708704
F,,4,F4,quarter,1.0,10,1329830708704
E,,4,E4,half,2.0,10,1329830708704
F,,4,F4,half,2.0,11,1329830708704
F,,4,F4,half,2.0,11,1329830708704
G,,4,G4,half,2.0,11,1329830708704
F,,4,F4,whole,4.0,12,1329830708704
Rest,,,Rest,half,2.0,12,1329830708704
