step,alteration,octave,pitch,type,duration,measureCount,voice
C,,4,C4,whole,4.0,0,1329830711296
G,,4,G4,half,2.0,1,1329830711296
G,,4,G4,half,2.0,1,1329830711296
A,,4,A4,half,2.0,1,1329830711296
B,,4,B4,half,2.0,1,1329830711296
C,,5,C5,whole,4.0,2,1329830711296
C,,5,C5,whole,4.0,2,1329830711296
E,,5,E5,whole,4.0,3,1329830711296
D,,5,D5,whole,4.0,4,1329830711296
B,,4,B4,half,2.0,4,1329830711296
C,,5,C5,half,2.0,4,1329830711296
C,,5,C5,quarter,1.0,5,1329830711296
B,,4,B4,quarter,1.0,5,1329830711296
A,,4,A4,quarter,1.0,5,1329830711296
G,,4,G4,quarter,1.0,5,1329830711296
A,,4,A4,half,2.0,5,1329830711296
A,,4,A4,half,2.0,5,1329830711296
G,,4,G4,whole,4.0,6,1329830711296
Rest,,,Rest,half,2.0,6,1329830711296
G,,4,G4,half,2.0,6,1329830711296
C,,5,C5,whole,4.0,7,1329830711296
C,,5,C5,half,2.0,7,1329830711296
B,,4,B4,half,2.0,7,1329830711296
B,,4,B4,half,2.0,8,1329830711296
A,,4,A4,quarter,1.0,8,1329830711296
G,,4,G4,quarter,1.0,8,1329830711296
A,,4,A4,whole,4.0,9,1329830711296
E,,4,E4,whole,4.0,9,1329830711296
C,,5,C5,whole,4.0,10,1329830711296
B,,4,B4,half,2.0,11,1329830711296
A,,4,A4,half,3.0,11,1329830711296
E,,4,E4,quarter,1.0,11,1329830711296
G,,4,G4,half,2.0,11,1329830711296
F,,4,F4,whole,4.0,12,1329830711296
E,,4,E4,whole,4.0,13,1329830711296
Rest,,,Rest,half,2.0,13,1329830711296
E,,4,E4,half,2.0,13,1329830711296
E,,4,E4,half,2.0,14,1329830711296
E,,4,E4,half,2.0,14,1329830711296
G,,4,G4,whole,4.0,15,1329830711296
F,,4,F4,half,2.0,15,1329830711296
E,,4,E4,half,2.0,15,1329830711296
E,,4,E4,half,2.0,16,1329830711296
D,,4,D4,quarter,1.0,16,1329830711296
C,,4,C4,quarter,1.0,16,1329830711296
D,,4,D4,half,2.0,16,1329830711296
D,,4,D4,half,2.0,16,1329830711296
C,,4,C4,whole,4.0,17,1329830711296
Rest,,,Rest,quarter,1.0,17,1329830711296
F,,4,F4,quarter,1.0,17,1329830711296
C,,4,C4,half,2.0,17,1329830711296
G,,4,G4,whole,4.0,18,1329830711296
A,,4,A4,half,2.0,18,1329830711296
B,,4,B4,half,2.0,18,1329830711296
B,,4,B4,quarter,1.0,19,1329830711296
C,,5,C5,quarter,1.0,19,1329830711296
D,,5,D5,quarter,1.0,19,1329830711296
B,,4,B4,quarter,1.0,19,1329830711296
C,,5,C5,whole,4.0,20,1329830711296
G,,4,G4,whole,4.0,20,1329830711296
C,,5,C5,whole,4.0,21,1329830711296
B,,4,B4,half,2.0,22,1329830711296
A,,4,A4,half,3.0,22,1329830711296
E,,4,E4,quarter,1.0,22,1329830711296
G,,4,G4,half,2.0,22,1329830711296
F,,4,F4,whole,4.0,23,1329830711296
E,,4,E4,breve,8.0,24,1329830711296
