step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329830717536
G,,4,G4,half,2.0,1,1329830717536
G,,4,G4,half,2.0,1,1329830717536
B,,4,B4,half,2.0,1,1329830717536
G,,4,G4,half,2.0,1,1329830717536
D,,5,D5,whole,4.0,2,1329830717536
D,,5,D5,whole,4.0,2,1329830717536
Rest,,,Rest,half,2.0,3,1329830717536
D,,5,D5,half,2.0,3,1329830717536
E,,5,E5,half,2.0,4,1329830717536
D,,5,D5,half,2.0,4,1329830717536
F,0,5,F5,half,2.0,4,1329830717536
D,,5,D5,half,2.0,4,1329830717536
E,,5,E5,whole,4.0,5,1329830717536
D,,5,D5,whole,4.0,5,1329830717536
Rest,,,Rest,half,2.0,6,1329830717536
D,,5,D5,half,2.0,6,1329830717536
B,,4,B4,half,2.0,7,1329830717536
B,,4,B4,half,2.0,7,1329830717536
C,,5,C5,half,2.0,7,1329830717536
E,,5,E5,half,2.0,7,1329830717536
D,,5,D5,whole,4.0,8,1329830717536
D,,5,D5,whole,4.0,8,1329830717536
Rest,,,Rest,half,2.0,9,1329830717536
D,,5,D5,half,2.0,9,1329830717536
B,,4,B4,half,2.0,10,1329830717536
D,,5,D5,half,2.0,10,1329830717536
D,,5,D5,half,2.0,10,1329830717536
B,,4,B4,half,2.0,10,1329830717536
A,,4,A4,whole,4.0,11,1329830717536
G,,4,G4,whole,4.0,11,1329830717536
Rest,,,Rest,half,2.0,12,1329830717536
D,,5,D5,half,2.0,12,1329830717536
D,,5,D5,half,3.0,13,1329830717536
E,,5,E5,quarter,1.0,13,1329830717536
D,,5,D5,half,2.0,13,1329830717536
D,,5,D5,half,2.0,13,1329830717536
B,,4,B4,whole,4.0,14,1329830717536
A,,4,A4,whole,4.0,14,1329830717536
Rest,,,Rest,half,2.0,15,1329830717536
A,,4,A4,half,2.0,15,1329830717536
G,,4,G4,whole,4.0,16,1329830717536
G,,4,G4,half,2.0,16,1329830717536
G,,4,G4,half,2.0,16,1329830717536
G,,4,G4,half,2.0,17,1329830717536
A,,4,A4,half,2.0,17,1329830717536
B,,4,B4,whole,4.0,18,1329830717536
A,,4,A4,whole,4.0,18,1329830717536
Rest,,,Rest,half,2.0,19,1329830717536
D,,4,D4,half,2.0,19,1329830717536
G,,4,G4,half,2.0,20,1329830717536
G,,4,G4,half,2.0,20,1329830717536
A,,4,A4,half,2.0,20,1329830717536
A,,4,A4,half,2.0,20,1329830717536
B,,4,B4,quarter,1.0,21,1329830717536
A,,4,A4,quarter,1.0,21,1329830717536
B,,4,B4,quarter,1.0,21,1329830717536
C,,5,C5,quarter,1.0,21,1329830717536
D,,5,D5,whole,4.0,21,1329830717536
Rest,,,Rest,half,2.0,22,1329830717536
D,,5,D5,half,2.0,22,1329830717536
D,,5,D5,half,2.0,23,1329830717536
B,,4,B4,half,2.0,23,1329830717536
A,,4,A4,half,2.0,23,1329830717536
B,,4,B4,half,2.0,23,1329830717536
A,,4,A4,whole,4.0,24,1329830717536
G,,4,G4,whole,4.0,24,1329830717536
Rest,,,Rest,half,2.0,25,1329830717536
