step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329830710384
B,-1,4,B[-1]4,half,2.0,1,1329830710384
B,,4,B4,half,2.0,1,1329830710384
C,,5,C5,half,2.0,1,1329830710384
D,,5,D5,half,2.0,1,1329830710384
C,,5,C5,half,2.0,2,1329830710384
B,-1,4,B[-1]4,half,2.0,2,1329830710384
A,,4,A4,half,2.0,2,1329830710384
E,,5,E5,half,2.0,2,1329830710384
F,0,5,F5,half,2.0,3,1329830710384
G,,5,G5,half,2.0,3,1329830710384
F,1,5,F[1]5,half,2.0,3,1329830710384
E,,5,E5,half,2.0,3,1329830710384
D,,5,D5,half,2.0,4,1329830710384
C,1,5,C[1]5,half,2.0,4,1329830710384
D,,5,D5,whole,4.0,4,1329830710384
Rest,,,Rest,half,2.0,5,1329830710384
D,,5,D5,half,2.0,5,1329830710384
G,,5,G5,half,2.0,6,1329830710384
F,0,5,F5,half,2.0,6,1329830710384
E,,5,E5,half,2.0,6,1329830710384
D,,5,D5,half,2.0,6,1329830710384
F,0,5,F5,half,2.0,7,1329830710384
E,,5,E5,half,2.0,7,1329830710384
D,,5,D5,half,2.0,7,1329830710384
D,,5,D5,half,2.0,7,1329830710384
D,,5,D5,half,3.0,8,1329830710384
D,,5,D5,quarter,1.0,8,1329830710384
D,,5,D5,half,2.0,8,1329830710384
B,-1,4,B[-1]4,half,2.0,8,1329830710384
G,,4,G4,half,3.0,9,1329830710384
A,,4,A4,quarter,1.0,9,1329830710384
B,-1,4,B[-1]4,half,2.0,9,1329830710384
B,,4,B4,half,2.0,9,1329830710384
A,,4,A4,half,2.0,10,1329830710384
G,,4,G4,half,2.0,10,1329830710384
G,,4,G4,half,2.0,10,1329830710384
G,,4,G4,half,2.0,10,1329830710384
F,1,4,F[1]4,half,2.0,11,1329830710384
G,,4,G4,whole,4.0,11,1329830710384
Rest,,,Rest,half,2.0,11,1329830710384
