step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329831424688
B,-1,4,B[-1]4,half,2.0,1,1329831424688
B,,4,B4,half,2.0,1,1329831424688
A,,4,A4,half,2.0,1,1329831424688
G,,4,G4,half,2.0,1,1329831424688
D,,5,D5,whole,4.0,2,1329831424688
C,,5,C5,half,2.0,2,1329831424688
C,,5,C5,half,2.0,2,1329831424688
D,,5,D5,half,2.0,3,1329831424688
C,,5,C5,whole,4.0,3,1329831424688
B,-1,4,B[-1]4,half,2.0,3,1329831424688
A,,4,A4,whole,4.0,4,1329831424688
G,,4,G4,whole,4.0,5,1329831424688
Rest,,,Rest,half,2.0,5,1329831424688
G,,4,G4,half,2.0,5,1329831424688
B,-1,4,B[-1]4,half,2.0,6,1329831424688
B,,4,B4,half,2.0,6,1329831424688
A,,4,A4,half,2.0,6,1329831424688
G,,4,G4,half,2.0,6,1329831424688
D,,5,D5,whole,4.0,7,1329831424688
C,,5,C5,half,2.0,7,1329831424688
C,,5,C5,half,2.0,7,1329831424688
D,,5,D5,half,2.0,8,1329831424688
C,,5,C5,whole,4.0,8,1329831424688
B,-1,4,B[-1]4,half,2.0,8,1329831424688
A,,4,A4,whole,4.0,9,1329831424688
G,,4,G4,whole,4.0,10,1329831424688
Rest,,,Rest,half,2.0,10,1329831424688
B,-1,4,B[-1]4,half,2.0,10,1329831424688
A,,4,A4,whole,4.0,11,1329831424688
F,0,4,F4,half,2.0,11,1329831424688
G,,4,G4,half,2.0,11,1329831424688
E,,4,E4,whole,4.0,12,1329831424688
D,,4,D4,whole,4.0,13,1329831424688
Rest,,,Rest,half,2.0,13,1329831424688
B,-1,4,B[-1]4,half,2.0,13,1329831424688
A,,4,A4,whole,4.0,14,1329831424688
G,,4,G4,half,2.0,14,1329831424688
C,,5,C5,half,2.0,14,1329831424688
C,,5,C5,half,2.0,15,1329831424688
B,-1,4,B[-1]4,half,2.0,15,1329831424688
A,,4,A4,whole,4.0,16,1329831424688
Rest,,,Rest,half,2.0,16,1329831424688
G,,4,G4,half,2.0,16,1329831424688
B,-1,4,B[-1]4,half,2.0,17,1329831424688
B,,4,B4,half,2.0,17,1329831424688
A,,4,A4,half,2.0,17,1329831424688
G,,4,G4,half,2.0,17,1329831424688
D,,5,D5,whole,4.0,18,1329831424688
C,,5,C5,half,2.0,18,1329831424688
C,,5,C5,half,2.0,18,1329831424688
D,,5,D5,whole,4.0,19,1329831424688
C,,5,C5,half,2.0,19,1329831424688
B,-1,4,B[-1]4,half,2.0,19,1329831424688
A,,4,A4,whole,4.0,20,1329831424688
G,,4,G4,whole,4.0,21,1329831424688
Rest,,,Rest,half,2.0,21,1329831424688
Rest,,,Rest,half,2.0,21,1329831424688
