step,alteration,octave,pitch,type,duration,measureCount,voice
C,,5,C5,whole,4.0,0,1329831425984
C,,5,C5,whole,4.0,0,1329831425984
C,,5,C5,whole,4.0,0,1329831425984
B,,4,B4,whole,4.0,1,1329831425984
G,,4,G4,whole,4.0,1,1329831425984
A,,4,A4,whole,4.0,1,1329831425984
B,,4,B4,whole,4.0,1,1329831425984
C,,5,C5,breve,8.0,2,1329831425984
G,,4,G4,breve,8.0,2,1329831425984
D,,5,D5,whole,6.0,3,1329831425984
C,,5,C5,half,2.0,3,1329831425984
B,,4,B4,whole,4.0,3,1329831425984
A,,4,A4,whole,4.0,3,1329831425984
G,,4,G4,whole,4.0,4,1329831425984
F,,4,F4,whole,4.0,4,1329831425984
G,,4,G4,whole,4.0,4,1329831425984
E,,4,E4,whole,4.0,4,1329831425984
D,,4,D4,breve,8.0,5,1329831425984
C,,4,C4,breve,8.0,5,1329831425984
Rest,,,Rest,whole,4.0,6,1329831425984
C,,5,C5,whole,4.0,6,1329831425984
C,,5,C5,whole,4.0,6,1329831425984
C,,5,C5,whole,4.0,6,1329831425984
B,,4,B4,whole,4.0,7,1329831425984
G,,4,G4,whole,4.0,7,1329831425984
A,,4,A4,whole,4.0,7,1329831425984
B,,4,B4,whole,4.0,7,1329831425984
C,,5,C5,breve,8.0,8,1329831425984
G,,4,G4,breve,8.0,8,1329831425984
D,,5,D5,whole,6.0,9,1329831425984
C,,5,C5,half,2.0,9,1329831425984
B,,4,B4,whole,4.0,9,1329831425984
A,,4,A4,whole,4.0,9,1329831425984
G,,4,G4,whole,4.0,10,1329831425984
F,,4,F4,whole,4.0,10,1329831425984
G,,4,G4,whole,4.0,10,1329831425984
E,,4,E4,whole,4.0,10,1329831425984
D,,4,D4,breve,8.0,11,1329831425984
C,,4,C4,breve,8.0,11,1329831425984
Rest,,,Rest,whole,4.0,12,1329831425984
C,,4,C4,whole,4.0,12,1329831425984
E,,4,E4,whole,4.0,12,1329831425984
F,,4,F4,whole,4.0,12,1329831425984
G,,4,G4,whole,4.0,13,1329831425984
A,,4,A4,whole,4.0,13,1329831425984
B,,4,B4,whole,4.0,13,1329831425984
G,,4,G4,whole,4.0,13,1329831425984
C,,5,C5,whole,6.0,14,1329831425984
B,,4,B4,half,2.0,14,1329831425984
C,,5,C5,whole,6.0,14,1329831425984
A,,4,A4,half,2.0,14,1329831425984
G,,4,G4,longa,16.0,15,1329831425984
Rest,,,Rest,whole,4.0,16,1329831425984
G,,4,G4,whole,4.0,16,1329831425984
A,,4,A4,whole,4.0,16,1329831425984
B,,4,B4,whole,4.0,16,1329831425984
C,,5,C5,breve,8.0,17,1329831425984
G,,4,G4,breve,8.0,17,1329831425984
A,,4,A4,whole,4.0,18,1329831425984
G,,4,G4,whole,4.0,18,1329831425984
F,,4,F4,breve,8.0,18,1329831425984
E,,4,E4,longa,16.0,19,1329831425984
Rest,,,Rest,whole,4.0,20,1329831425984
E,,4,E4,whole,4.0,20,1329831425984
A,,4,A4,whole,4.0,20,1329831425984
G,,4,G4,whole,4.0,20,1329831425984
C,,5,C5,whole,4.0,21,1329831425984
B,,4,B4,whole,4.0,21,1329831425984
A,,4,A4,whole,4.0,21,1329831425984
G,,4,G4,whole,4.0,21,1329831425984
F,,4,F4,whole,4.0,22,1329831425984
G,,4,G4,whole,4.0,22,1329831425984
E,,4,E4,breve,8.0,22,1329831425984
D,,4,D4,longa,16.0,23,1329831425984
Rest,,,Rest,whole,4.0,24,1329831425984
D,,4,D4,whole,4.0,24,1329831425984
E,,4,E4,whole,4.0,24,1329831425984
F,,4,F4,whole,4.0,24,1329831425984
G,,4,G4,whole,6.0,25,1329831425984
F,,4,F4,half,2.0,25,1329831425984
E,,4,E4,whole,4.0,25,1329831425984
D,,4,D4,whole,4.0,25,1329831425984
E,,4,E4,whole,4.0,26,1329831425984
F,,4,F4,whole,4.0,26,1329831425984
D,,4,D4,breve,8.0,26,1329831425984
C,,4,C4,longa,16.0,27,1329831425984
Rest,,,Rest,whole,4.0,28,1329831425984
Rest,,,Rest,breve,12.0,28,1329831425984
