step,alteration,octave,pitch,type,duration,measureCount,voice
E,,4,E4,half,2.0,0,1329832071888
G,,4,G4,half,3.0,0,1329832071888
A,,4,A4,quarter,1.0,0,1329832071888
B,,4,B4,half,3.0,1,1329832071888
B,,4,B4,quarter,1.0,1,1329832071888
C,,5,C5,half,3.0,1,1329832071888
B,,4,B4,quarter,1.0,1,1329832071888
A,,4,A4,half,3.0,2,1329832071888
A,,4,A4,quarter,1.0,2,1329832071888
G,,4,G4,half,3.0,2,1329832071888
F,,4,F4,quarter,1.0,2,1329832071888
E,,4,E4,whole,4.0,3,1329832071888
Rest,,,Rest,whole,4.0,3,1329832071888
Rest,,,Rest,half,2.0,4,1329832071888
E,,4,E4,half,2.0,4,1329832071888
G,,4,G4,half,3.0,4,1329832071888
A,,4,A4,quarter,1.0,4,1329832071888
B,,4,B4,half,3.0,5,1329832071888
B,,4,B4,quarter,1.0,5,1329832071888
C,,5,C5,half,3.0,5,1329832071888
B,,4,B4,quarter,1.0,5,1329832071888
A,,4,A4,half,3.0,6,1329832071888
A,,4,A4,quarter,1.0,6,1329832071888
G,,4,G4,half,3.0,6,1329832071888
F,,4,F4,quarter,1.0,6,1329832071888
E,,4,E4,whole,4.0,7,1329832071888
Rest,,,Rest,half,2.0,7,1329832071888
E,,4,E4,half,2.0,7,1329832071888
E,,4,E4,half,3.0,8,1329832071888
E,,4,E4,quarter,1.0,8,1329832071888
E,,4,E4,half,3.0,8,1329832071888
E,,4,E4,quarter,1.0,8,1329832071888
A,,4,A4,whole,4.0,9,1329832071888
G,,4,G4,half,3.0,9,1329832071888
F,,4,F4,quarter,1.0,9,1329832071888
D,,4,D4,whole,4.0,10,1329832071888
C,,4,C4,whole,4.0,10,1329832071888
Rest,,,Rest,half,2.0,11,1329832071888
C,,4,C4,half,2.0,11,1329832071888
G,,4,G4,half,3.0,11,1329832071888
A,,4,A4,quarter,1.0,11,1329832071888
B,,4,B4,half,3.0,12,1329832071888
B,,4,B4,quarter,1.0,12,1329832071888
C,,5,C5,half,3.0,12,1329832071888
B,,4,B4,quarter,1.0,12,1329832071888
A,,4,A4,half,3.0,13,1329832071888
C,,5,C5,quarter,1.0,13,1329832071888
B,,4,B4,half,3.0,13,1329832071888
A,,4,A4,quarter,1.0,13,1329832071888
G,,4,G4,half,3.0,14,1329832071888
F,,4,F4,quarter,1.0,14,1329832071888
E,,4,E4,half,3.0,14,1329832071888
G,,4,G4,quarter,1.0,14,1329832071888
F,,4,F4,whole,4.0,15,1329832071888
E,,4,E4,whole,4.0,15,1329832071888
Rest,,,Rest,half,2.0,16,1329832071888
Rest,,,Rest,whole,6.0,16,1329832071888
