step,alteration,octave,pitch,type,duration,measureCount,voice
A,,4,A4,whole,4.0,0,1329799962656
A,,4,A4,whole,4.0,1,1329799962656
A,,4,A4,whole,4.0,1,1329799962656
B,,4,B4,half,2.0,1,1329799962656
B,,4,B4,half,2.0,1,1329799962656
C,0,5,C5,whole,4.0,2,1329799962656
C,1,5,C[1]5,half,2.0,2,1329799962656
C,1,5,C[1]5,whole,4.0,2,1329799962656
A,,4,A4,half,2.0,2,1329799962656
G,,4,G4,whole,4.0,3,1329799962656
G,,4,G4,whole,4.0,3,1329799962656
A,,4,A4,half,2.0,3,1329799962656
B,,4,B4,half,2.0,3,1329799962656
C,0,5,C5,whole,6.0,4,1329799962656
A,,4,A4,whole,6.0,4,1329799962656
Rest,,,Rest,breve,8.0,5,1329799962656
G,,4,G4,whole,4.0,5,1329799962656
A,,4,A4,whole,4.0,6,1329799962656
C,0,5,C5,whole,4.0,6,1329799962656
B,,4,B4,half,2.0,6,1329799962656
A,,4,A4,half,2.0,6,1329799962656
G,,4,G4,whole,4.0,7,1329799962656
E,,4,E4,half,2.0,7,1329799962656
F,0,4,F4,whole,4.0,7,1329799962656
D,,4,D4,half,2.0,7,1329799962656
E,,4,E4,whole,4.0,8,1329799962656
F,0,4,F4,whole,4.0,8,1329799962656
G,,4,G4,half,2.0,8,1329799962656
G,,4,G4,half,2.0,8,1329799962656
Rest,,,Rest,breve,8.0,9,1329799962656
E,,4,E4,whole,4.0,9,1329799962656
F,0,4,F4,whole,4.0,10,1329799962656
G,,4,G4,whole,4.0,10,1329799962656
A,,4,A4,half,2.0,10,1329799962656
A,,4,A4,half,2.0,10,1329799962656
Rest,,,Rest,breve,8.0,11,1329799962656
C,0,5,C5,whole,4.0,11,1329799962656
B,,4,B4,whole,4.0,12,1329799962656
A,,4,A4,whole,4.0,12,1329799962656
G,,4,G4,whole,4.0,12,1329799962656
F,0,4,F4,whole,4.0,13,1329799962656
G,,4,G4,breve,8.0,13,1329799962656
D,,4,D4,breve,8.0,14,1329799962656
Rest,,,Rest,whole,4.0,14,1329799962656
