step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,whole,4.0,0,1329830707744
F,,4,F4,whole,6.0,1,1329830707744
F,,4,F4,half,2.0,1,1329830707744
F,,4,F4,whole,4.0,1,1329830707744
G,,4,G4,whole,6.0,2,1329830707744
G,,4,G4,half,2.0,2,1329830707744
A,,4,A4,whole,4.0,2,1329830707744
B,-1,4,B[-1]4,whole,6.0,3,1329830707744
B,-1,4,B[-1]4,half,2.0,3,1329830707744
B,-1,4,B[-1]4,whole,4.0,3,1329830707744
B,-1,4,B[-1]4,breve,8.0,4,1329830707744
B,-1,4,B[-1]4,whole,4.0,4,1329830707744
B,-1,4,B[-1]4,whole,6.0,5,1329830707744
B,-1,4,B[-1]4,half,2.0,5,1329830707744
B,-1,4,B[-1]4,whole,4.0,5,1329830707744
A,,4,A4,breve,8.0,6,1329830707744
B,-1,4,B[-1]4,whole,4.0,6,1329830707744
C,,5,C5,breve,12.0,7,1329830707744
A,,4,A4,breve,8.0,8,1329830707744
C,,5,C5,whole,4.0,8,1329830707744
F,,5,F5,breve,8.0,9,1329830707744
F,,5,F5,whole,4.0,9,1329830707744
E,,5,E5,breve,8.0,10,1329830707744
D,,5,D5,whole,4.0,10,1329830707744
C,,5,C5,breve,8.0,11,1329830707744
C,,5,C5,whole,4.0,11,1329830707744
A,,4,A4,breve,8.0,12,1329830707744
A,,4,A4,whole,4.0,12,1329830707744
C,,5,C5,whole,6.0,13,1329830707744
B,-1,4,B[-1]4,half,2.0,13,1329830707744
A,,4,A4,whole,4.0,13,1329830707744
C,,5,C5,breve,8.0,14,1329830707744
C,,5,C5,whole,4.0,14,1329830707744
D,,5,D5,breve,12.0,15,1329830707744
A,,4,A4,breve,8.0,16,1329830707744
D,,5,D5,whole,4.0,16,1329830707744
C,,5,C5,whole,4.0,17,1329830707744
F,,4,F4,whole,4.0,17,1329830707744
G,,4,G4,whole,4.0,17,1329830707744
F,,4,F4,breve,8.0,18,1329830707744
Rest,,,Rest,whole,4.0,18,1329830707744
