step,alteration,octave,pitch,type,duration,measureCount,voice
G,,4,G4,half,2.0,0,1329799961312
G,,4,G4,half,2.0,1,1329799961312
B,-1,4,B[-1]4,half,2.0,1,1329799961312
A,,4,A4,half,2.0,1,1329799961312
G,,4,G4,half,2.0,1,1329799961312
D,,5,D5,whole,4.0,2,1329799961312
D,,5,D5,whole,4.0,2,1329799961312
D,,5,D5,whole,4.0,3,1329799961312
B,-1,4,B[-1]4,half,3.0,4,1329799961312
C,,5,C5,quarter,1.0,4,1329799961312
D,,5,D5,half,2.0,4,1329799961312
D,,5,D5,half,2.0,4,1329799961312
C,,5,C5,half,2.0,5,1329799961312
C,,5,C5,half,2.0,5,1329799961312
B,-1,4,B[-1]4,whole,6.0,6,1329799961312
G,,4,G4,half,2.0,6,1329799961312
G,,4,G4,half,2.0,7,1329799961312
B,-1,4,B[-1]4,half,2.0,7,1329799961312
A,,4,A4,half,2.0,7,1329799961312
G,,4,G4,half,2.0,7,1329799961312
D,,5,D5,whole,4.0,8,1329799961312
D,,5,D5,whole,4.0,8,1329799961312
D,,5,D5,whole,4.0,9,1329799961312
B,-1,4,B[-1]4,half,3.0,10,1329799961312
C,,5,C5,quarter,1.0,10,1329799961312
D,,5,D5,half,2.0,10,1329799961312
D,,5,D5,half,2.0,10,1329799961312
C,,5,C5,half,2.0,11,1329799961312
C,,5,C5,half,2.0,11,1329799961312
B,-1,4,B[-1]4,whole,6.0,12,1329799961312
B,,4,B4,half,2.0,12,1329799961312
B,-1,4,B[-1]4,half,2.0,13,1329799961312
D,,5,D5,half,2.0,13,1329799961312
C,,5,C5,half,2.0,13,1329799961312
B,,4,B4,half,2.0,13,1329799961312
A,,4,A4,whole,4.0,14,1329799961312
G,,4,G4,whole,4.0,14,1329799961312
D,,5,D5,whole,4.0,15,1329799961312
C,,5,C5,whole,4.0,16,1329799961312
A,,4,A4,whole,4.0,16,1329799961312
B,-1,4,B[-1]4,whole,6.0,17,1329799961312
A,,4,A4,half,2.0,17,1329799961312
G,,4,G4,whole,4.0,18,1329799961312
F,0,4,F4,whole,4.0,19,1329799961312
Rest,,,Rest,whole,4.0,19,1329799961312
D,,5,D5,whole,4.0,20,1329799961312
F,0,5,F5,half,2.0,21,1329799961312
F,1,5,F[1]5,half,2.0,21,1329799961312
E,,5,E5,half,2.0,21,1329799961312
D,,5,D5,half,2.0,21,1329799961312
D,,5,D5,half,2.0,22,1329799961312
C,,5,C5,half,2.0,22,1329799961312
D,,5,D5,whole,4.0,23,1329799961312
B,-1,4,B[-1]4,whole,4.0,23,1329799961312
C,,5,C5,half,2.0,24,1329799961312
D,,5,D5,half,2.0,24,1329799961312
B,,4,B4,half,2.0,24,1329799961312
C,,5,C5,half,2.0,24,1329799961312
A,,4,A4,whole,4.0,24,1329799961312
G,,4,G4,whole,6.0,25,1329799961312
Rest,,,Rest,half,2.0,25,1329799961312
