step,alteration,octave,pitch,type,duration,measureCount,voice
D,,5,D5,quarter,1.0,0,2400777829152
D,,5,D5,quarter,1.0,1,2400777829152
C,,5,C5,eighth,0.5,1,2400777829152
B,-1,4,B[-1]4,eighth,0.5,1,2400777829152
A,,4,A4,eighth,0.5,1,2400777829152
A,,4,A4,eighth,0.5,1,2400777829152
D,,5,D5,quarter,1.0,1,2400777829152
D,,5,D5,quarter,1.0,2,2400777829152
C,,5,C5,eighth,0.5,2,2400777829152
B,-1,4,B[-1]4,eighth,0.5,2,2400777829152
A,,4,A4,quarter,1.5,2,2400777829152
C,,5,C5,eighth,0.5,2,2400777829152
B,-1,4,B[-1]4,quarter,1.5,3,2400777829152
A,,4,A4,eighth,0.5,3,2400777829152
G,,4,G4,quarter,1.0,3,2400777829152
G,,4,G4,quarter,1.0,3,2400777829152
F,1,4,F[1]4,half,2.0,4,2400777829152
G,,4,G4,quarter,1.0,4,2400777829152
G,,4,G4,eighth,0.5,4,2400777829152
G,,4,G4,eighth,0.5,4,2400777829152
A,,4,A4,quarter,1.0,5,2400777829152
B,-1,4,B[-1]4,eighth,0.5,5,2400777829152
B,,4,B4,eighth,0.5,5,2400777829152
C,,5,C5,quarter,1.0,5,2400777829152
A,,4,A4,quarter,1.0,5,2400777829152
B,-1,4,B[-1]4,quarter,1.0,6,2400777829152
C,,5,C5,quarter,1.0,6,2400777829152
D,,5,D5,quarter,1.5,6,2400777829152
C,,5,C5,eighth,0.5,6,2400777829152
B,-1,4,B[-1]4,quarter,1.0,7,2400777829152
A,,4,A4,quarter,1.0,7,2400777829152
G,,4,G4,quarter,1.0,7,2400777829152
B,,4,B4,quarter,1.0,7,2400777829152
A,,4,A4,half,2.0,8,2400777829152
G,,4,G4,quarter,1.0,8,2400777829152
rest,,,rest,quarter,1.0,8,2400777829152
