step,alteration,octave,pitch,type,duration,measureCount,voice
F,,4,F4,eighth,0.5,0,1329832072128
F,,4,F4,quarter,1.0,1,1329832072128
F,,4,F4,eighth,0.5,1,1329832072128
A,,4,A4,quarter,1.0,1,1329832072128
A,,4,A4,eighth,0.5,1,1329832072128
C,,5,C5,quarter,1.0,2,1329832072128
C,,5,C5,eighth,0.5,2,1329832072128
A,,4,A4,quarter,1.0,2,1329832072128
A,,4,A4,eighth,0.5,2,1329832072128
C,,5,C5,quarter,1.0,3,1329832072128
C,,5,C5,eighth,0.5,3,1329832072128
A,,4,A4,quarter,1.0,3,1329832072128
B,-1,4,B[-1]4,eighth,0.5,3,1329832072128
C,,5,C5,quarter,1.5,4,1329832072128
C,,5,C5,quarter,1.0,4,1329832072128
F,,4,F4,eighth,0.5,4,1329832072128
F,,4,F4,quarter,1.0,5,1329832072128
F,,4,F4,eighth,0.5,5,1329832072128
A,,4,A4,quarter,1.0,5,1329832072128
A,,4,A4,eighth,0.5,5,1329832072128
C,,5,C5,quarter,1.0,6,1329832072128
C,,5,C5,eighth,0.5,6,1329832072128
A,,4,A4,quarter,1.0,6,1329832072128
A,,4,A4,eighth,0.5,6,1329832072128
C,,5,C5,quarter,1.0,7,1329832072128
C,,5,C5,eighth,0.5,7,1329832072128
A,,4,A4,quarter,1.0,7,1329832072128
B,-1,4,B[-1]4,eighth,0.5,7,1329832072128
C,,5,C5,quarter,1.5,8,1329832072128
C,,5,C5,quarter,1.0,8,1329832072128
C,,5,C5,eighth,0.5,8,1329832072128
C,,5,C5,quarter,1.0,9,1329832072128
C,,5,C5,eighth,0.5,9,1329832072128
C,,5,C5,quarter,1.0,9,1329832072128
B,-1,4,B[-1]4,eighth,0.5,9,1329832072128
A,,4,A4,quarter,1.0,10,1329832072128
A,,4,A4,eighth,0.5,10,1329832072128
G,,4,G4,quarter,1.0,10,1329832072128
G,,4,G4,eighth,0.5,10,1329832072128
A,,4,A4,quarter,1.0,11,1329832072128
F,,4,F4,eighth,0.5,11,1329832072128
E,,4,E4,quarter,1.0,11,1329832072128
E,,4,E4,eighth,0.5,11,1329832072128
D,,4,D4,quarter,1.0,12,1329832072128
E,,4,E4,eighth,0.5,12,1329832072128
F,,4,F4,quarter,1.0,12,1329832072128
G,,4,G4,eighth,0.5,12,1329832072128
A,,4,A4,quarter,1.5,13,1329832072128
G,,4,G4,quarter,1.5,13,1329832072128
F,,4,F4,quarter,1.5,14,1329832072128
Rest,,,Rest,quarter,1.0,14,1329832072128
Rest,,,Rest,eighth,0.5,14,1329832072128
