step,alteration,octave,pitch,type,duration,measureCount,voice
D,,4,D4,half,2.0,0,1329799965776
D,,4,D4,half,3.0,1,1329799965776
C,1,4,C[1]4,quarter,1.0,1,1329799965776
D,,4,D4,quarter,1.0,1,1329799965776
C,1,4,C[1]4,quarter,1.0,1,1329799965776
D,,4,D4,quarter,1.0,1,1329799965776
E,,4,E4,quarter,1.0,1,1329799965776
F,0,4,F4,whole,4.0,2,1329799965776
E,,4,E4,half,2.0,2,1329799965776
E,,4,E4,half,2.0,2,1329799965776
D,,4,D4,half,2.0,3,1329799965776
E,,4,E4,half,2.0,3,1329799965776
D,,4,D4,half,2.0,3,1329799965776
C,0,4,C4,half,2.0,3,1329799965776
B,,3,B3,whole,4.0,4,1329799965776
Rest,,,Rest,half,2.0,4,1329799965776
D,,4,D4,quarter,1.0,4,1329799965776
D,,4,D4,quarter,1.0,4,1329799965776
A,,3,A3,half,2.0,5,1329799965776
B,,3,B3,half,2.0,5,1329799965776
C,0,4,C4,half,2.0,5,1329799965776
D,,4,D4,half,2.0,5,1329799965776
E,,4,E4,half,2.0,6,1329799965776
D,,4,D4,quarter,1.0,6,1329799965776
C,0,4,C4,quarter,1.0,6,1329799965776
B,,3,B3,half,2.0,6,1329799965776
E,,4,E4,half,2.0,6,1329799965776
E,,4,E4,quarter,1.0,7,1329799965776
D,,4,D4,quarter,1.0,7,1329799965776
E,,4,E4,quarter,1.0,7,1329799965776
F,0,4,F4,quarter,1.0,7,1329799965776
A,,4,A4,half,2.0,7,1329799965776
G,,4,G4,half,2.0,7,1329799965776
F,0,4,F4,half,2.0,8,1329799965776
E,,4,E4,quarter,1.0,8,1329799965776
D,,4,D4,quarter,1.0,8,1329799965776
C,0,4,C4,half,2.0,8,1329799965776
D,,4,D4,half,2.0,8,1329799965776
E,,4,E4,half,2.0,9,1329799965776
D,,4,D4,half,2.0,9,1329799965776
C,1,4,C[1]4,quarter,1.0,9,1329799965776
B,,3,B3,quarter,1.0,9,1329799965776
D,,4,D4,quarter,1.0,9,1329799965776
C,1,4,C[1]4,quarter,1.0,9,1329799965776
D,,4,D4,whole,6.0,10,1329799965776
Rest,,,Rest,half,2.0,10,1329799965776
