step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
E,,4,E4,quarter,10080,2,1,6
E,,4,E4,half,20160,1,2,6
A,,4,A4,quarter,10080,2,2,6
A,,4,A4,half,20160,3,2,6
G,0,4,G4,quarter,10080,4,2,6
A,,4,A4,half,20160,1,3,6
B,,4,B4,quarter,10080,2,3,6
C,0,5,C5,half,20160,3,3,6
B,,4,B4,quarter,10080,4,3,6
A,,4,A4,half,20160,1,4,6
A,,4,A4,quarter,10080,2,4,6
G,0,4,G4,quarter,10080,3,4,6
F,0,4,F4,quarter,10080,4,4,6
E,,4,E4,quarter,10080,5,4,6
A,,4,A4,half,20160,1,5,6
G,0,4,G4,eighth,5040,2,5,6
F,0,4,F4,eighth,5040,3,5,6
E,,4,E4,half,20160,4,5,6
A,,4,A4,eighth,5040,5,5,6
B,,4,B4,eighth,5040,6,5,6
C,0,5,C5,quarter,10080,1,6,6
B,,4,B4,quarter,10080,2,6,6
A,,4,A4,quarter,10080,3,6,6
G,0,4,G4,half,20160,4,6,6
A,,4,A4,quarter,10080,5,6,6
E,,4,E4,half,20160,1,7,6
D,0,4,D4,quarter,10080,2,7,6
C,0,4,C4,half,20160,3,7,6
Rest,,,Rest,quarter,10080,4,7,6
G,0,4,G4,half,20160,1,8,6
F,0,4,F4,quarter,10080,2,8,6
E,,4,E4,quarter,10080,3,8,6
F,1,4,F[1]4,quarter,10080,4,8,6
G,1,4,G[1]4,quarter,10080,5,8,6
A,,4,A4,quarter,10080,1,9,6
B,,4,B4,quarter,10080,2,9,6
A,,4,A4,quarter,10080,3,9,6
G,0,4,G4,half,20160,4,9,6
A,,4,A4,quarter,10080,5,9,6
F,0,4,F4,half,30240,1,10,6
E,,4,E4,half,20160,2,10,6
Rest,,,Rest,quarter,10080,3,10,6
