step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,quarter,10080,2,1,6
G,,4,G4,half,20160,1,2,6
G,,4,G4,quarter,10080,2,2,6
B,,4,B4,half,20160,3,2,6
B,,4,B4,quarter,10080,4,2,6
G,,4,G4,half,20160,1,3,6
A,,4,A4,quarter,10080,2,3,6
B,,4,B4,half,20160,3,3,6
C,,5,C5,quarter,10080,4,3,6
D,,5,D5,half,20160,1,4,6
C,,5,C5,quarter,10080,2,4,6
B,,4,B4,half,20160,3,4,6
A,,4,A4,quarter,10080,4,4,6
G,,4,G4,half,30240,1,5,6
G,,4,G4,half,20160,2,5,6
G,,4,G4,quarter,10080,3,5,6
G,,4,G4,half,20160,1,6,6
G,,4,G4,quarter,10080,2,6,6
B,,4,B4,half,20160,3,6,6
B,,4,B4,quarter,10080,4,6,6
G,,4,G4,half,20160,1,7,6
A,,4,A4,quarter,10080,2,7,6
B,,4,B4,half,20160,3,7,6
C,,5,C5,quarter,10080,4,7,6
D,,5,D5,half,20160,1,8,6
C,,5,C5,quarter,10080,2,8,6
B,,4,B4,half,20160,3,8,6
A,,4,A4,quarter,10080,4,8,6
G,,4,G4,half,30240,1,9,6
G,,4,G4,half,20160,2,9,6
G,,4,G4,quarter,10080,3,9,6
G,,4,G4,half,20160,1,10,6
B,,4,B4,quarter,10080,2,10,6
A,,4,A4,half,20160,3,10,6
A,,4,A4,quarter,10080,4,10,6
D,,4,D4,quarter,15120,1,11,6
E,,4,E4,eighth,5040,2,11,6
F,1,4,F[1]4,quarter,10080,3,11,6
G,,4,G4,half,20160,4,11,6
G,,4,G4,quarter,10080,5,11,6
B,,4,B4,quarter,10080,1,12,6
D,,5,D5,quarter,10080,2,12,6
C,,5,C5,quarter,10080,3,12,6
B,,4,B4,half,20160,4,12,6
A,,4,A4,quarter,10080,5,12,6
G,,4,G4,half,30240,1,13,6
G,,4,G4,half,20160,2,13,6
Rest,,,Rest,quarter,10080,3,13,6
