step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
B,-1,4,B[-1]4,quarter,10080,2,1,6
B,-1,4,B[-1]4,quarter,10080,1,2,6
B,-1,4,B[-1]4,quarter,10080,2,2,6
B,-1,4,B[-1]4,quarter,10080,3,2,6
G,,4,G4,quarter,10080,4,2,6
F,,4,F4,half,20160,1,3,6
C,,5,C5,quarter,15120,2,3,6
D,,5,D5,eighth,5040,3,3,6
C,,5,C5,quarter,15120,1,4,6
B,-1,4,B[-1]4,eighth,5040,2,4,6
A,,4,A4,quarter,10080,3,4,6
G,,4,G4,quarter,10080,4,4,6
F,,4,F4,quarter,15120,1,5,6
G,,4,G4,eighth,5040,2,5,6
F,,4,F4,quarter,10080,3,5,6
B,-1,4,B[-1]4,quarter,10080,4,5,6
B,-1,4,B[-1]4,quarter,10080,1,6,6
B,-1,4,B[-1]4,quarter,10080,2,6,6
A,,4,A4,quarter,10080,3,6,6
F,,4,F4,quarter,10080,4,6,6
B,-1,4,B[-1]4,half,20160,1,7,6
C,,5,C5,quarter,10080,2,7,6
C,,5,C5,quarter,10080,3,7,6
C,,5,C5,quarter,10080,1,8,6
C,,5,C5,quarter,10080,2,8,6
D,,5,D5,quarter,10080,3,8,6
D,,5,D5,quarter,10080,4,8,6
C,,5,C5,quarter,15120,1,9,6
B,-1,4,B[-1]4,eighth,5040,2,9,6
C,,5,C5,quarter,10080,3,9,6
C,,5,C5,quarter,10080,4,9,6
F,,5,F5,quarter,10080,1,10,6
E,-1,5,E[-1]5,quarter,10080,2,10,6
D,,5,D5,quarter,10080,3,10,6
C,,5,C5,quarter,10080,4,10,6
B,-1,4,B[-1]4,half,20160,1,11,6
E,-1,5,E[-1]5,quarter,10080,2,11,6
C,,5,C5,quarter,10080,3,11,6
D,,5,D5,quarter,10080,1,12,6
C,,5,C5,quarter,10080,2,12,6
B,-1,4,B[-1]4,quarter,10080,3,12,6
A,,4,A4,quarter,10080,4,12,6
B,-1,4,B[-1]4,half,20160,1,13,6
Rest,,,Rest,quarter,10080,2,13,6
Rest,,,Rest,quarter,10080,3,13,6
