step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
E,,4,E4,whole,40320,2,1,6
E,,4,E4,whole,40320,3,1,6
F,,4,F4,whole,40320,1,2,6
E,,4,E4,half,20160,2,2,6
D,,4,D4,half,20160,3,2,6
E,,4,E4,half,20160,1,3,6
F,,4,F4,half,20160,2,3,6
D,,4,D4,whole,40320,3,3,6
C,,4,C4,whole,40320,1,4,6
A,,4,A4,whole,40320,2,4,6
G,,4,G4,whole,40320,1,5,6
A,,4,A4,half,20160,2,5,6
B,,4,B4,half,20160,3,5,6
C,,5,C5,whole,40320,1,6,6
G,,4,G4,whole,40320,2,6,6
A,,4,A4,half,20160,1,7,6
F,,4,F4,whole,40320,2,7,6
D,,4,D4,half,20160,3,7,6
C,,4,C4,breve,80640,1,8,6
