step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,quarter,10080,2,1,6
A,,4,A4,quarter,10080,1,2,6
A,,4,A4,quarter,10080,2,2,6
B,-1,4,B[-1]4,quarter,10080,3,2,6
B,-1,4,B[-1]4,quarter,10080,4,2,6
C,,5,C5,quarter,10080,1,3,6
C,,5,C5,quarter,10080,2,3,6
C,,5,C5,quarter,10080,3,3,6
C,,5,C5,quarter,10080,4,3,6
B,-1,4,B[-1]4,quarter,10080,1,4,6
A,,4,A4,quarter,10080,2,4,6
B,-1,4,B[-1]4,quarter,10080,3,4,6
C,,5,C5,quarter,10080,4,4,6
B,-1,4,B[-1]4,quarter,10080,1,5,6
G,,4,G4,quarter,10080,2,5,6
F,,4,F4,quarter,10080,3,5,6
C,,5,C5,quarter,10080,4,5,6
A,,4,A4,quarter,10080,1,6,6
A,,4,A4,quarter,10080,2,6,6
G,,4,G4,quarter,10080,3,6,6
G,,4,G4,quarter,10080,4,6,6
F,,4,F4,eighth,5040,1,7,6
F,,4,F4,eighth,5040,2,7,6
F,,4,F4,quarter,10080,3,7,6
C,,4,C4,quarter,10080,4,7,6
A,,4,A4,quarter,10080,5,7,6
A,,4,A4,quarter,10080,1,8,6
F,,4,F4,quarter,10080,2,8,6
A,,4,A4,quarter,15120,3,8,6
B,-1,4,B[-1]4,eighth,5040,4,8,6
C,,5,C5,half,20160,1,9,6
B,-1,4,B[-1]4,quarter,10080,2,9,6
A,,4,A4,quarter,10080,3,9,6
G,,4,G4,half,20160,1,10,6
F,,4,F4,half,20160,2,10,6
Rest,,,Rest,half,30240,1,11,6
Rest,,,Rest,quarter,10080,2,11,6
