step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,4,C4,quarter,10080,2,1,6
F,,4,F4,quarter,10080,1,2,6
F,,4,F4,quarter,10080,2,2,6
G,,4,G4,eighth,5040,3,2,6
B,-1,4,B[-1]4,eighth,5040,4,2,6
A,,4,A4,quarter,10080,1,3,6
F,,4,F4,quarter,10080,2,3,6
A,,4,A4,quarter,10080,3,3,6
G,,4,G4,quarter,15120,1,4,6
F,,4,F4,eighth,5040,2,4,6
E,,4,E4,eighth,5040,3,4,6
G,,4,G4,eighth,5040,4,4,6
F,,4,F4,quarter,10080,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
C,,4,C4,quarter,10080,3,5,6
F,,4,F4,quarter,10080,1,6,6
F,,4,F4,quarter,10080,2,6,6
G,,4,G4,eighth,5040,3,6,6
B,-1,4,B[-1]4,eighth,5040,4,6,6
A,,4,A4,quarter,10080,1,7,6
F,,4,F4,quarter,10080,2,7,6
A,,4,A4,quarter,10080,3,7,6
G,,4,G4,quarter,15120,1,8,6
F,,4,F4,eighth,5040,2,8,6
E,,4,E4,quarter,10080,3,8,6
F,,4,F4,half,20160,1,9,6
Rest,,,Rest,quarter,10080,2,9,6
