step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,half,20160,2,1,6
D,,5,D5,whole,40320,1,2,6
F,0,5,F5,half,20160,2,2,6
E,,5,E5,whole,40320,1,3,6
D,,5,D5,half,20160,2,3,6
C,,5,C5,half,20160,1,4,6
A,,4,A4,half,20160,2,4,6
B,,4,B4,half,20160,3,4,6
G,,4,G4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
D,,5,D5,whole,40320,1,6,6
F,0,5,F5,half,20160,2,6,6
E,,5,E5,whole,40320,1,7,6
D,,5,D5,half,20160,2,7,6
C,,5,C5,half,20160,1,8,6
A,,4,A4,half,20160,2,8,6
B,,4,B4,half,20160,3,8,6
G,,4,G4,whole,40320,1,9,6
G,,4,G4,half,20160,2,9,6
A,,4,A4,half,30240,1,10,6
B,,4,B4,quarter,10080,2,10,6
C,,5,C5,half,20160,3,10,6
D,,5,D5,whole,40320,1,11,6
D,,5,D5,half,20160,2,11,6
C,,5,C5,whole,40320,1,12,6
A,,4,A4,half,20160,2,12,6
G,,4,G4,whole,40320,1,13,6
G,,4,G4,half,20160,2,13,6
D,,4,D4,half,30240,1,14,6
E,,4,E4,quarter,10080,2,14,6
F,1,4,F[1]4,half,20160,3,14,6
G,,4,G4,whole,40320,1,15,6
G,,4,G4,half,20160,2,15,6
A,,4,A4,half,30240,1,16,6
B,,4,B4,quarter,10080,2,16,6
C,,5,C5,half,20160,3,16,6
D,,5,D5,whole,40320,1,17,6
D,,5,D5,half,20160,2,17,6
C,,5,C5,whole,40320,1,18,6
A,,4,A4,half,20160,2,18,6
G,,4,G4,whole,40320,1,19,6
G,,4,G4,half,20160,2,19,6
D,,4,D4,half,30240,1,20,6
E,,4,E4,quarter,10080,2,20,6
F,1,4,F[1]4,half,20160,3,20,6
G,,4,G4,whole,40320,1,21,6
Rest,,,Rest,half,20160,2,21,6
