step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
C,,4,C4,whole,40320,2,1,6
D,,4,D4,half,20160,3,1,6
D,,4,D4,half,20160,4,1,6
C,,4,C4,half,20160,1,2,6
F,,4,F4,half,20160,2,2,6
D,,4,D4,half,20160,3,2,6
E,,4,E4,half,20160,4,2,6
F,,4,F4,whole,40320,1,3,6
Rest,,,Rest,half,20160,2,3,6
F,,4,F4,half,20160,3,3,6
D,,4,D4,whole,40320,1,4,6
E,,4,E4,whole,40320,2,4,6
F,,4,F4,whole,40320,1,5,6
G,,4,G4,half,20160,2,5,6
E,,4,E4,half,20160,3,5,6
E,,4,E4,half,20160,1,6,6
D,,4,D4,quarter,10080,2,6,6
C,,4,C4,quarter,10080,3,6,6
D,,4,D4,whole,40320,4,6,6
C,,4,C4,whole,40320,1,7,6
Rest,,,Rest,whole,40320,2,7,6
C,,4,C4,whole,40320,1,8,6
D,,4,D4,half,20160,2,8,6
D,,4,D4,half,20160,3,8,6
C,,4,C4,half,20160,1,9,6
F,,4,F4,half,20160,2,9,6
D,,4,D4,half,20160,3,9,6
E,,4,E4,half,20160,4,9,6
F,,4,F4,whole,40320,1,10,6
Rest,,,Rest,half,20160,2,10,6
F,,4,F4,half,20160,3,10,6
D,,4,D4,whole,40320,1,11,6
E,,4,E4,whole,40320,2,11,6
F,,4,F4,whole,40320,1,12,6
G,,4,G4,half,20160,2,12,6
E,,4,E4,half,20160,3,12,6
E,,4,E4,half,20160,1,13,6
D,,4,D4,quarter,10080,2,13,6
C,,4,C4,quarter,10080,3,13,6
D,,4,D4,whole,40320,4,13,6
C,,4,C4,whole,40320,1,14,6
Rest,,,Rest,half,20160,2,14,6
F,,4,F4,half,20160,3,14,6
D,,4,D4,whole,40320,1,15,6
E,,4,E4,half,20160,2,15,6
F,,4,F4,half,20160,3,15,6
F,,4,F4,half,20160,1,16,6
C,,4,C4,whole,40320,2,16,6
D,,4,D4,half,20160,3,16,6
D,,4,D4,half,20160,1,17,6
C,,4,C4,half,20160,2,17,6
B,-1,3,B[-1]3,whole,40320,3,17,6
A,,3,A3,whole,40320,1,18,6
Rest,,,Rest,half,20160,2,18,6
F,,3,F3,half,20160,3,18,6
C,,4,C4,whole,40320,1,19,6
D,,4,D4,whole,40320,2,19,6
E,,4,E4,whole,40320,1,20,6
F,,4,F4,whole,40320,2,20,6
G,,4,G4,half,30240,1,21,6
F,,4,F4,quarter,10080,2,21,6
E,,4,E4,whole,40320,3,21,6
D,,4,D4,whole,40320,1,22,6
Rest,,,Rest,half,20160,2,22,6
F,,4,F4,half,20160,3,22,6
E,,4,E4,whole,40320,1,23,6
D,,4,D4,whole,40320,2,23,6
C,,4,C4,whole,40320,1,24,6
Rest,,,Rest,half,20160,2,24,6
D,,4,D4,half,20160,3,24,6
D,,4,D4,half,20160,1,25,6
C,,4,C4,half,20160,2,25,6
B,-1,3,B[-1]3,half,20160,3,25,6
B,,3,B3,half,20160,4,25,6
A,,3,A3,whole,40320,1,26,6
Rest,,,Rest,whole,40320,2,26,6
F,,3,F3,quarter,10080,1,27,6
G,,3,G3,quarter,10080,2,27,6
A,,3,A3,quarter,10080,3,27,6
B,-1,3,B[-1]3,quarter,10080,4,27,6
C,,4,C4,half,20160,5,27,6
C,,4,C4,half,20160,6,27,6
D,,4,D4,half,20160,1,28,6
F,,4,F4,half,20160,2,28,6
E,,4,E4,half,20160,3,28,6
D,,4,D4,half,20160,4,28,6
D,,4,D4,quarter,10080,1,29,6
C,,4,C4,quarter,10080,2,29,6
C,,4,C4,half,30240,3,29,6
B,,3,B3,eighth,5040,4,29,6
A,,3,A3,eighth,5040,5,29,6
B,,3,B3,half,20160,6,29,6
C,,4,C4,whole,40320,1,30,6
Rest,,,Rest,whole,40320,2,30,6
