step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,half,20160,2,1,6
A,,4,A4,half,20160,1,2,6
A,,4,A4,half,20160,2,2,6
C,0,5,C5,half,20160,3,2,6
C,1,5,C[1]5,half,20160,4,2,6
B,,4,B4,whole,40320,1,3,6
A,,4,A4,half,20160,2,3,6
A,,4,A4,half,20160,3,3,6
A,,4,A4,whole,40320,1,4,6
E,,4,E4,half,20160,2,4,6
G,0,4,G4,half,20160,3,4,6
F,0,4,F4,whole,40320,2,5,6
E,,4,E4,whole,60480,2,6,6
A,,4,A4,half,20160,3,6,6
A,,4,A4,half,20160,1,7,6
A,,4,A4,half,20160,2,7,6
C,0,5,C5,half,20160,3,7,6
C,1,5,C[1]5,half,20160,4,7,6
B,,4,B4,whole,40320,1,8,6
A,,4,A4,half,20160,2,8,6
A,,4,A4,half,20160,3,8,6
A,,4,A4,whole,40320,1,9,6
E,,4,E4,half,20160,2,9,6
G,0,4,G4,half,20160,3,9,6
F,0,4,F4,whole,40320,2,10,6
E,,4,E4,whole,60480,2,11,6
C,0,5,C5,half,20160,3,11,6
C,0,5,C5,half,20160,1,12,6
C,1,5,C[1]5,whole,40320,2,12,6
B,,4,B4,half,20160,3,12,6
B,,4,B4,half,20160,2,13,6
C,1,5,C[1]5,half,20160,3,13,6
D,0,5,D5,whole,60480,2,14,6
C,0,5,C5,quarter,10080,3,14,6
B,,4,B4,quarter,10080,4,14,6
A,,4,A4,whole,40320,2,15,6
G,0,4,G4,whole,40320,2,16,6
C,0,5,C5,whole,40320,3,16,6
B,,4,B4,whole,40320,1,17,6
C,0,5,C5,half,20160,2,17,6
D,0,5,D5,half,20160,3,17,6
D,1,5,D[1]5,half,20160,1,18,6
C,0,5,C5,whole,40320,2,18,6
B,,4,B4,half,20160,3,18,6
C,0,5,C5,whole,40320,1,19,6
Rest,,,Rest,half,20160,2,19,6
C,1,5,C[1]5,half,20160,3,19,6
D,0,5,D5,whole,40320,1,20,6
D,1,5,D[1]5,whole,40320,2,20,6
E,,5,E5,whole,40320,2,21,6
D,0,5,D5,half,20160,2,22,6
C,0,5,C5,whole,40320,3,22,6
B,,4,B4,quarter,10080,4,22,6
A,,4,A4,quarter,10080,5,22,6
B,,4,B4,whole,40320,1,23,6
A,,4,A4,whole,40320,2,23,6
B,,4,B4,whole,40320,2,24,6
C,0,5,C5,whole,40320,2,25,6
G,0,4,G4,half,20160,3,25,6
A,,4,A4,half,20160,4,25,6
A,,4,A4,half,20160,1,26,6
G,0,4,G4,half,20160,2,26,6
F,0,4,F4,whole,40320,3,26,6
E,,4,E4,whole,60480,1,27,6
Rest,,,Rest,half,20160,2,27,6
