step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,5,F5,whole,40320,2,1,6
E,,5,E5,whole,40320,1,2,6
F,,5,F5,half,20160,2,2,6
D,,5,D5,half,20160,3,2,6
C,,5,C5,whole,40320,1,3,6
Rest,,,Rest,half,20160,2,3,6
C,,5,C5,half,20160,3,3,6
A,,4,A4,half,20160,1,4,6
B,-1,4,B[-1]4,half,20160,2,4,6
C,,5,C5,whole,40320,3,4,6
Rest,,,Rest,half,20160,1,5,6
C,,5,C5,half,20160,2,5,6
D,,5,D5,half,20160,3,5,6
D,,5,D5,half,20160,4,5,6
C,,5,C5,half,30240,1,6,6
B,-1,4,B[-1]4,quarter,10080,2,6,6
A,,4,A4,half,20160,3,6,6
G,,4,G4,half,20160,4,6,6
A,,4,A4,half,20160,1,7,6
B,-1,4,B[-1]4,half,20160,2,7,6
G,,4,G4,whole,40320,3,7,6
F,,4,F4,whole,40320,1,8,6
F,,5,F5,whole,40320,2,8,6
E,,5,E5,whole,40320,1,9,6
F,,5,F5,half,20160,2,9,6
D,,5,D5,half,20160,3,9,6
C,,5,C5,whole,40320,1,10,6
Rest,,,Rest,half,20160,2,10,6
C,,5,C5,half,20160,3,10,6
A,,4,A4,half,20160,1,11,6
B,-1,4,B[-1]4,half,20160,2,11,6
C,,5,C5,whole,40320,3,11,6
Rest,,,Rest,half,20160,1,12,6
C,,5,C5,half,20160,2,12,6
D,,5,D5,half,20160,3,12,6
D,,5,D5,half,20160,4,12,6
C,,5,C5,half,30240,1,13,6
B,-1,4,B[-1]4,quarter,10080,2,13,6
A,,4,A4,half,20160,3,13,6
G,,4,G4,half,20160,4,13,6
A,,4,A4,half,20160,1,14,6
B,-1,4,B[-1]4,half,20160,2,14,6
G,,4,G4,whole,40320,3,14,6
F,,4,F4,whole,40320,1,15,6
Rest,,,Rest,half,20160,2,15,6
F,,4,F4,half,20160,3,15,6
A,,4,A4,half,30240,1,16,6
B,-1,4,B[-1]4,quarter,10080,2,16,6
C,,5,C5,half,20160,3,16,6
F,,4,F4,half,20160,4,16,6
A,,4,A4,half,30240,1,17,6
B,-1,4,B[-1]4,quarter,10080,2,17,6
C,,5,C5,half,20160,3,17,6
C,,5,C5,half,20160,4,17,6
D,,5,D5,half,20160,1,18,6
E,,5,E5,half,20160,2,18,6
F,,5,F5,half,30240,3,18,6
E,,5,E5,quarter,10080,4,18,6
D,,5,D5,half,20160,1,19,6
C,,5,C5,half,20160,2,19,6
D,,5,D5,whole,40320,3,19,6
C,,5,C5,whole,40320,1,20,6
Rest,,,Rest,half,20160,2,20,6
C,,5,C5,half,20160,3,20,6
C,,5,C5,half,20160,1,21,6
C,,5,C5,half,20160,2,21,6
A,,4,A4,half,20160,3,21,6
F,,4,F4,half,20160,4,21,6
C,,5,C5,half,20160,1,22,6
D,,5,D5,half,20160,2,22,6
B,-1,4,B[-1]4,whole,40320,3,22,6
A,,4,A4,whole,40320,1,23,6
Rest,,,Rest,half,20160,2,23,6
A,,4,A4,half,20160,3,23,6
D,,5,D5,half,20160,1,24,6
D,,5,D5,half,20160,2,24,6
C,,5,C5,half,30240,3,24,6
B,-1,4,B[-1]4,quarter,10080,4,24,6
A,,4,A4,half,20160,1,25,6
B,-1,4,B[-1]4,half,20160,2,25,6
G,,4,G4,whole,40320,3,25,6
F,,4,F4,whole,40320,1,26,6
Rest,,,Rest,whole,40320,2,26,6
