step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,5,F5,half,20160,2,1,6
E,,5,E5,half,20160,3,1,6
D,,5,D5,half,20160,4,1,6
C,,5,C5,whole,40320,1,2,6
A,,4,A4,half,20160,2,2,6
B,-1,4,B[-1]4,half,20160,1,3,6
C,,5,C5,half,20160,2,3,6
D,,5,D5,half,20160,3,3,6
C,,5,C5,whole,40320,1,4,6
F,,5,F5,half,20160,2,4,6
F,,5,F5,half,30240,1,5,6
E,,5,E5,quarter,10080,2,5,6
D,,5,D5,half,20160,3,5,6
C,,5,C5,whole,40320,1,6,6
D,,5,D5,half,20160,2,6,6
E,,5,E5,half,20160,1,7,6
F,,5,F5,half,20160,2,7,6
E,,5,E5,half,20160,3,7,6
F,,5,F5,whole,40320,1,8,6
Rest,,,Rest,half,20160,2,8,6
D,,5,D5,half,20160,1,9,6
C,,5,C5,half,20160,2,9,6
C,,5,C5,half,20160,3,9,6
A,,4,A4,whole,40320,1,10,6
Rest,,,Rest,half,20160,2,10,6
D,,5,D5,half,20160,1,11,6
C,,5,C5,half,20160,2,11,6
C,,5,C5,half,20160,3,11,6
A,,4,A4,whole,40320,1,12,6
B,-1,4,B[-1]4,half,20160,2,12,6
G,,4,G4,whole,40320,1,13,6
A,,4,A4,half,20160,2,13,6
F,,4,F4,half,20160,1,14,6
F,,5,F5,quarter,10080,2,14,6
E,,5,E5,quarter,10080,3,14,6
D,,5,D5,quarter,10080,4,14,6
C,,5,C5,quarter,10080,5,14,6
B,0,4,B4,half,20160,1,15,6
C,,5,C5,half,20160,2,15,6
B,-1,4,B[-1]4,half,20160,3,15,6
C,,5,C5,whole,40320,1,16,6
Rest,,,Rest,half,20160,2,16,6
C,,5,C5,half,20160,1,17,6
E,,5,E5,half,20160,2,17,6
F,,5,F5,half,20160,3,17,6
D,,5,D5,whole,40320,1,18,6
E,,5,E5,half,20160,2,18,6
C,,5,C5,half,20160,1,19,6
D,,5,D5,quarter,10080,2,19,6
E,,5,E5,quarter,10080,3,19,6
F,,5,F5,half,20160,4,19,6
E,,5,E5,whole,60480,1,20,6
F,,5,F5,half,30240,1,21,6
E,,5,E5,quarter,10080,2,21,6
D,,5,D5,half,20160,3,21,6
C,,5,C5,whole,40320,1,22,6
D,,5,D5,half,20160,2,22,6
G,,4,G4,half,20160,1,23,6
F,,4,F4,half,20160,2,23,6
G,,4,G4,half,20160,3,23,6
A,,4,A4,whole,60480,1,24,6
C,,5,C5,half,20160,1,25,6
E,,5,E5,half,20160,2,25,6
F,,5,F5,half,20160,3,25,6
D,,5,D5,whole,40320,1,26,6
E,,5,E5,half,20160,2,26,6
C,,5,C5,half,20160,1,27,6
D,,5,D5,quarter,10080,2,27,6
E,,5,E5,quarter,10080,3,27,6
F,,5,F5,half,20160,4,27,6
E,,5,E5,whole,60480,1,28,6
F,,5,F5,half,30240,1,29,6
E,,5,E5,quarter,10080,2,29,6
D,,5,D5,half,20160,3,29,6
C,,5,C5,whole,40320,1,30,6
D,,5,D5,half,20160,2,30,6
G,,4,G4,half,20160,1,31,6
F,,4,F4,half,20160,2,31,6
G,,4,G4,half,20160,3,31,6
A,,4,A4,whole,60480,1,32,6
