step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
A,,4,A4,whole,40320,2,1,6
A,,4,A4,whole,40320,1,2,6
A,,4,A4,half,20160,2,2,6
G,0,4,G4,whole,40320,3,2,6
E,,4,E4,half,20160,4,2,6
G,0,4,G4,whole,40320,1,3,6
A,,4,A4,whole,40320,2,3,6
C,0,5,C5,whole,40320,3,3,6
C,0,5,C5,whole,40320,1,4,6
E,,5,E5,half,20160,2,4,6
C,1,5,C[1]5,whole,40320,3,4,6
A,,4,A4,half,20160,4,4,6
G,0,4,G4,whole,40320,1,5,6
A,,4,A4,whole,40320,2,5,6
A,,4,A4,whole,40320,3,5,6
A,,4,A4,whole,40320,1,6,6
A,,4,A4,half,20160,2,6,6
G,0,4,G4,whole,40320,3,6,6
E,,4,E4,half,20160,4,6,6
G,0,4,G4,whole,40320,1,7,6
A,,4,A4,whole,40320,2,7,6
C,0,5,C5,whole,40320,3,7,6
C,0,5,C5,whole,40320,1,8,6
E,,5,E5,half,20160,2,8,6
C,1,5,C[1]5,whole,40320,3,8,6
A,,4,A4,half,20160,4,8,6
G,0,4,G4,whole,40320,1,9,6
A,,4,A4,whole,40320,2,9,6
C,0,5,C5,whole,40320,3,9,6
C,0,5,C5,whole,40320,1,10,6
B,,4,B4,half,20160,2,10,6
C,1,5,C[1]5,whole,40320,3,10,6
A,,4,A4,half,20160,4,10,6
B,,4,B4,half,30240,1,11,6
A,,4,A4,quarter,10080,2,11,6
G,0,4,G4,whole,40320,3,11,6
C,0,5,C5,whole,40320,4,11,6
C,0,5,C5,whole,40320,1,12,6
B,,4,B4,half,20160,2,12,6
C,1,5,C[1]5,whole,40320,3,12,6
D,,5,D5,half,20160,4,12,6
E,,5,E5,whole,40320,1,13,6
C,0,5,C5,half,20160,2,13,6
B,,4,B4,quarter,10080,3,13,6
A,,4,A4,quarter,10080,4,13,6
G,0,4,G4,whole,40320,5,13,6
C,1,5,C[1]5,whole,40320,2,14,6
C,0,5,C5,whole,40320,2,15,6
E,,5,E5,half,20160,3,15,6
C,1,5,C[1]5,whole,40320,4,15,6
A,,4,A4,half,20160,5,15,6
G,0,4,G4,whole,40320,1,16,6
A,,4,A4,whole,40320,2,16,6
Rest,,,Rest,whole,40320,3,16,6
