step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
G,,4,G4,quarter,10080,2,1,6
G,,4,G4,quarter,10080,1,2,6
G,,4,G4,quarter,10080,2,2,6
G,,4,G4,quarter,10080,3,2,6
G,,4,G4,quarter,10080,4,2,6
A,,4,A4,half,20160,1,3,6
A,,4,A4,quarter,10080,2,3,6
D,,5,D5,quarter,10080,3,3,6
D,,5,D5,quarter,10080,1,4,6
A,,4,A4,quarter,10080,2,4,6
D,,5,D5,eighth,5040,3,4,6
C,,5,C5,eighth,5040,4,4,6
B,-1,4,B[-1]4,quarter,10080,5,4,6
A,,4,A4,half,20160,1,5,6
Rest,,,Rest,quarter,10080,2,5,6
D,,5,D5,quarter,10080,3,5,6
D,,5,D5,quarter,10080,1,6,6
D,,5,D5,quarter,10080,2,6,6
D,,5,D5,quarter,10080,3,6,6
D,,5,D5,quarter,10080,4,6,6
C,,5,C5,half,20160,1,7,6
A,,4,A4,quarter,10080,2,7,6
B,-1,4,B[-1]4,quarter,10080,3,7,6
G,,4,G4,quarter,10080,1,8,6
A,,4,A4,quarter,10080,2,8,6
C,,5,C5,eighth,5040,3,8,6
B,-1,4,B[-1]4,eighth,5040,4,8,6
A,,4,A4,eighth,5040,5,8,6
G,,4,G4,eighth,5040,6,8,6
A,,4,A4,half,20160,1,9,6
G,,4,G4,quarter,10080,2,9,6
D,,5,D5,quarter,10080,3,9,6
F,0,5,F5,quarter,10080,1,10,6
D,,5,D5,eighth,5040,2,10,6
B,-1,4,B[-1]4,eighth,5040,3,10,6
C,,5,C5,quarter,10080,4,10,6
A,,4,A4,quarter,10080,5,10,6
G,,4,G4,half,20160,1,11,6
Rest,,,Rest,quarter,10080,2,11,6
Rest,,,Rest,quarter,10080,3,11,6
