step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,whole,40320,2,1,6
F,,4,F4,half,20160,3,1,6
A,,4,A4,whole,40320,1,2,6
B,-1,4,B[-1]4,half,20160,2,2,6
C,,5,C5,whole,40320,1,3,6
C,,5,C5,half,20160,2,3,6
C,,5,C5,whole,40320,1,4,6
C,,5,C5,half,20160,2,4,6
F,,4,F4,half,20160,1,5,6
F,,4,F4,half,20160,2,5,6
F,,4,F4,half,20160,3,5,6
A,,4,A4,whole,40320,1,6,6
B,-1,4,B[-1]4,half,20160,2,6,6
C,,5,C5,whole,60480,1,7,6
C,,5,C5,whole,40320,1,8,6
C,,5,C5,half,20160,2,8,6
D,,5,D5,whole,40320,1,9,6
C,,5,C5,half,20160,2,9,6
C,,5,C5,whole,40320,1,10,6
B,-1,4,B[-1]4,half,20160,2,10,6
A,,4,A4,whole,40320,1,11,6
A,,4,A4,half,20160,2,11,6
A,,4,A4,whole,40320,1,12,6
A,,4,A4,half,20160,2,12,6
G,,4,G4,half,20160,1,13,6
G,,4,G4,half,20160,2,13,6
G,,4,G4,half,20160,3,13,6
G,,4,G4,whole,40320,1,14,6
G,,4,G4,half,20160,2,14,6
C,,5,C5,whole,40320,1,15,6
A,,4,A4,half,20160,2,15,6
B,-1,4,B[-1]4,half,20160,1,16,6
G,,4,G4,whole,40320,2,16,6
F,,4,F4,whole,60480,1,17,6
